Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.41758515827944E+00001, 0.22522046440287E-00002, 0.23186110444490E-00002, 0.12103509610307E+00000, 0.12098654027552E+00000, 0.17958160990112E+00001, 0.22500083576946E-00002, 0.22522046440287E-00002, 0.22519670885565E-00002, 0.66643955892478E-00004, 0.17204122604364E+00002, 0.10000237106272E+00001, 0.28405996562120E+00000, -.10671797902125E+00002, 0.22478120713604E-00002, 0.47511094441056E-00006
0.41993609767768E+00001, 0.22889768994391E-00002, 0.23577446039793E-00002, 0.12096996094250E+00000, 0.12092014022391E+00000, 0.18249701756068E+00001, 0.22867025290927E-00002, 0.22889768994391E-00002, 0.22887338090294E-00002, 0.69010794949843E-00004, 0.18256845583633E+00002, 0.10000240839841E+00001, 0.28398352175493E+00000, -.10671798827741E+00002, 0.22844281587462E-00002, 0.48618081947390E-00006
0.42228635112075E+00001, 0.23267291502762E-00002, 0.23982010650721E-00002, 0.12090355942626E+00000, 0.12085247477726E+00000, 0.18549016936978E+00001, 0.23243764035933E-00002, 0.23267291502762E-00002, 0.23264805029237E-00002, 0.71720562148454E-00004, 0.19340252254394E+00002, 0.10000244652636E+00001, 0.28390557048223E+00000, -.10671799770616E+00002, 0.23220236569104E-00002, 0.49729470514460E-00006
0.42463600275186E+00001, 0.23654879517783E-00002, 0.24397129329080E-00002, 0.12083577451223E+00000, 0.12078350721368E+00000, 0.18856325681177E+00001, 0.23630558333994E-00002, 0.23654879517783E-00002, 0.23652334648800E-00002, 0.74479468028033E-00004, 0.20450462750564E+00002, 0.10000248553546E+00001, 0.28382597310351E+00000, -.10671800731284E+00002, 0.23606237150206E-00002, 0.50897379665441E-00006
0.42698513945047E+00001, 0.24052720182364E-00002, 0.24835858624059E-00002, 0.12076653784057E+00000, 0.12071317931683E+00000, 0.19171770359603E+00001, 0.24027593126623E-00002, 0.24052720182364E-00002, 0.24050113666792E-00002, 0.78574495726723E-00004, 0.21582838746226E+00002, 0.10000252542261E+00001, 0.28374464792670E+00000, -.10671801710348E+00002, 0.24002466070882E-00002, 0.52130311432235E-00006
0.42933385189708E+00001, 0.24460921099102E-00002, 0.25294023417219E-00002, 0.12069584513564E+00000, 0.12064141237492E+00000, 0.19495417390875E+00001, 0.24434979944140E-00002, 0.24460921099102E-00002, 0.24458251202151E-00002, 0.83577221506762E-00004, 0.22732059105106E+00002, 0.10000256610316E+00001, 0.28366158844139E+00000, -.10671802708484E+00002, 0.24409038789178E-00002, 0.53397939023540E-00006
0.43168221943015E+00001, 0.24879528897062E-00002, 0.25750229941629E-00002, 0.12062376063060E+00000, 0.12056816141948E+00000, 0.19827273882281E+00001, 0.24852766314639E-00002, 0.24879528897062E-00002, 0.24876792217363E-00002, 0.87343772426589E-00004, 0.23965532533456E+00002, 0.10000260747796E+00001, 0.28357686862719E+00000, -.10671803726409E+00002, 0.24826003732216E-00002, 0.54733593995429E-00006
0.43402968331946E+00001, 0.25308413407049E-00002, 0.26200281268972E-00002, 0.12055035669692E+00000, 0.12049343758586E+00000, 0.20167216195645E+00001, 0.25280820124069E-00002, 0.25308413407049E-00002, 0.25305602693601E-00002, 0.89467857537074E-00004, 0.25380997568849E+00002, 0.10000264949207E+00001, 0.28349057209123E+00000, -.10671804764556E+00002, 0.25253226841090E-00002, 0.56214268955161E-00006
0.43637587913055E+00001, 0.25747391474459E-00002, 0.26657950994469E-00002, 0.12047558507896E+00000, 0.12041723225423E+00000, 0.20515112432764E+00001, 0.25718962821648E-00002, 0.25747391474459E-00002, 0.25744498644136E-00002, 0.91345235033300E-00004, 0.26829573020635E+00002, 0.10000269218450E+00001, 0.28340264063573E+00000, -.10671805823408E+00002, 0.25690534168836E-00002, 0.57856606466720E-00006
0.43872098514327E+00001, 0.26196306541061E-00002, 0.27129457413461E-00002, 0.12039927408490E+00000, 0.12033949607911E+00000, 0.20870873834208E+00001, 0.26167046295415E-00002, 0.26196306541061E-00002, 0.26193324942064E-00002, 0.93613247139622E-00004, 0.28311118536194E+00002, 0.10000273568685E+00001, 0.28331287073351E+00000, -.10671806903647E+00002, 0.26137786049769E-00002, 0.59631979920723E-00006
0.44106502197446E+00001, 0.26654913238750E-00002, 0.27618010033699E-00002, 0.12032124745497E+00000, 0.12026018099869E+00000, 0.21234338344991E+00001, 0.26624831963299E-00002, 0.26654913238750E-00002, 0.26651835809625E-00002, 0.96617422407403E-00004, 0.29826613840581E+00002, 0.10000278015583E+00001, 0.28322105318988E+00000, -.10671808005832E+00002, 0.26594750687848E-00002, 0.61548582509313E-00006
0.44340726856619E+00001, 0.27122721592370E-00002, 0.28137082257790E-00002, 0.12024141342128E+00000, 0.12017924719857E+00000, 0.21605138414865E+00001, 0.27091837039021E-00002, 0.27122721592370E-00002, 0.27119540346598E-00002, 0.10175419111924E-00003, 0.31377624568172E+00002, 0.10000282567561E+00001, 0.28312707797181E+00000, -.10671809130113E+00002, 0.27060952485672E-00002, 0.63624915434345E-00006
0.44574753866458E+00001, 0.27599043680505E-00002, 0.28687092796982E-00002, 0.12015974597170E+00000, 0.12009661301467E+00000, 0.21982761967734E+00001, 0.27567397350819E-00002, 0.27599043680505E-00002, 0.27595752741224E-00002, 0.10913400557581E-00003, 0.32966768528085E+00002, 0.10000287222668E+00001, 0.28303091229486E+00000, -.10671810276881E+00002, 0.27535751021135E-00002, 0.65818785624160E-00006
