Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.73733471601254E+00001, 0.76548895017559E-00002, 0.94565381431823E-00002, 0.95100468245806E-00001, 0.95039774869718E-00001, 0.61064553183904E+00001, 0.76479233285503E-00002, 0.76548895017559E-00002, 0.76501786124938E-00002, 0.18063595306885E-00002, 0.45736525177762E+00002, 0.10001691400680E+00001, 0.25179418612007E+00000, -.10672161370992E+00002, 0.76409571553446E-00002, 0.94217785242059E-00005
0.74022466489525E+00001, 0.77131095871290E-00002, 0.95670664549009E-00002, 0.94778145164888E-00001, 0.94717450567037E-00001, 0.61528928155799E+00001, 0.77060409460843E-00002, 0.77131095871290E-00002, 0.77083325138818E-00002, 0.18587339410191E-00002, 0.45853576856376E+00002, 0.10001709471667E+00001, 0.25136712217377E+00000, -.10672165883604E+00002, 0.76989723050396E-00002, 0.95541464943755E-00005
0.74311525822548E+00001, 0.77646966436814E-00002, 0.96725864920144E-00002, 0.94450613592757E-00001, 0.94389920645919E-00001, 0.61940185833731E+00001, 0.77575216143898E-00002, 0.77646966436814E-00002, 0.77598526548395E-00002, 0.19127338371749E-00002, 0.45372691318737E+00002, 0.10001727839423E+00001, 0.25093241267023E+00000, -.10672170469023E+00002, 0.77503465850981E-00002, 0.96879776837676E-00005
0.74600707160041E+00001, 0.78099175285190E-00002, 0.97743626173581E-00002, 0.94118655537920E-00001, 0.94057972271700E-00001, 0.62300406307241E+00001, 0.78026296778875E-00002, 0.78099175285190E-00002, 0.78050044500480E-00002, 0.19693581673101E-00002, 0.46139635400282E+00002, 0.10001746437900E+00001, 0.25049105844044E+00000, -.10672175115878E+00002, 0.77953418272561E-00002, 0.98261569419862E-00005
0.74889934069790E+00001, 0.78487010691574E-00002, 0.98759653956449E-00002, 0.93783120105213E-00001, 0.93722465243737E-00001, 0.62608970075336E+00001, 0.78412924553154E-00002, 0.78487010691574E-00002, 0.78437158552141E-00002, 0.20322495404308E-00002, 0.52449751697728E+00002, 0.10001765207100E+00001, 0.25004415624074E+00000, -.10672179811971E+00002, 0.78338838414734E-00002, 0.99704278865515E-00005
0.75179005997309E+00001, 0.78806156949245E-00002, 0.99799872218359E-00002, 0.93444928452285E-00001, 0.93384318238750E-00001, 0.62862331188956E+00001, 0.78730774444560E-00002, 0.78806156949245E-00002, 0.78755547204886E-00002, 0.21044325013474E-00002, 0.58323758562705E+00002, 0.10001784104301E+00001, 0.24959290648612E+00000, -.10672184543924E+00002, 0.78655391939874E-00002, 0.10121948871795E-00004
0.75467976915026E+00001, 0.79071398360660E-00002, 0.10087134237535E-00001, 0.93104974207581E-00001, 0.93044395478691E-00001, 0.63072223023311E+00001, 0.78994621385566E-00002, 0.79071398360660E-00002, 0.79019987110877E-00002, 0.21851355264472E-00002, 0.63476431227136E+00002, 0.10001803108224E+00001, 0.24913848118076E+00000, -.10672189299550E+00002, 0.78917844410472E-00002, 0.10282249956763E-00004
0.75756908376410E+00001, 0.79299511380549E-00002, 0.10198621683755E-00001, 0.92764018379527E-00001, 0.92703420619821E-00001, 0.63252045053832E+00001, 0.79221235958937E-00002, 0.79299511380549E-00002, 0.79247248544095E-00002, 0.22738968293459E-00002, 0.67707243629277E+00002, 0.10001822197196E+00001, 0.24868188297438E+00000, -.10672194069038E+00002, 0.79142960537326E-00002, 0.10452567290733E-00004
0.76045863986717E+00001, 0.79507762279088E-00002, 0.10314398782941E-00001, 0.92422572137082E-00001, 0.92361907665112E-00001, 0.63415655268372E+00001, 0.79427887706643E-00002, 0.79507762279088E-00002, 0.79454595063829E-00002, 0.23689392765581E-00002, 0.70909564824501E+00002, 0.10001841332948E+00001, 0.24822378631265E+00000, -.10672198845754E+00002, 0.79348013134198E-00002, 0.10633443051959E-00004
0.76334907533688E+00001, 0.79713737556082E-00002, 0.10433754700352E-00001, 0.92080947131794E-00001, 0.92020221850972E-00001, 0.63577136332677E+00001, 0.79632173864407E-00002, 0.79713737556082E-00002, 0.79659612334148E-00002, 0.24677934669374E-00002, 0.76078854437313E+00002, 0.10001860471605E+00001, 0.24776460216880E+00000, -.10672203626002E+00002, 0.79550610172732E-00002, 0.10825044386812E-00004
