"arc_length","Cspd","Density","eint","pres","velx"
4.068,0.205505,0.23433,0.0380089,0.00593776,0.383486
4.077,0.20513,0.233051,0.0378704,0.00588381,0.384611
4.086,0.204755,0.231775,0.0377322,0.00583025,0.385735
4.095,0.20438,0.230505,0.0375942,0.00577709,0.386859
4.104,0.204005,0.229239,0.0374564,0.00572431,0.387984
4.113,0.203631,0.227978,0.0373189,0.00567193,0.389108
4.122,0.203256,0.226722,0.0371816,0.00561992,0.390232
4.131,0.202881,0.22547,0.0370447,0.00556831,0.391357
4.14,0.202506,0.224223,0.036908,0.00551707,0.392481
4.149,0.202132,0.22298,0.0367715,0.00546621,0.393605
4.158,0.201757,0.221743,0.0366352,0.00541573,0.394729
4.167,0.201382,0.220509,0.0364993,0.00536563,0.395853
4.176,0.201008,0.21928,0.0363636,0.00531589,0.396978
4.185,0.200633,0.218056,0.0362282,0.00526653,0.398102
4.194,0.200258,0.216837,0.036093,0.00521753,0.399226
4.203,0.199883,0.215623,0.035958,0.00516891,0.40035
4.212,0.199509,0.214412,0.0358233,0.00512064,0.401474
4.221,0.199134,0.213206,0.035689,0.00507274,0.402598
4.23,0.198759,0.212005,0.0355548,0.0050252,0.403722
4.239,0.198385,0.210809,0.0354208,0.00497802,0.404846
4.248,0.19801,0.209617,0.0352872,0.00493119,0.40597
4.257,0.197635,0.208429,0.0351538,0.00488471,0.407094
4.266,0.197261,0.207246,0.0350206,0.00483859,0.408218
4.275,0.196886,0.206067,0.0348878,0.00479281,0.409342
4.284,0.196512,0.204893,0.0347551,0.00474739,0.410466
4.293,0.196137,0.203724,0.0346227,0.0047023,0.41159
4.302,0.195762,0.202559,0.0344905,0.00465757,0.412713
4.311,0.195388,0.201398,0.0343587,0.00461317,0.413837
4.32,0.195013,0.200241,0.0342271,0.00456911,0.414961
4.329,0.194638,0.199089,0.0340957,0.00452539,0.416085
4.338,0.194264,0.197942,0.0339645,0.004482,0.417209
4.347,0.193889,0.196799,0.0338336,0.00443895,0.418333
4.356,0.193514,0.195661,0.033703,0.00439623,0.419457
4.365,0.19314,0.194526,0.0335727,0.00435384,0.420581
4.374,0.192765,0.193396,0.0334426,0.00431177,0.421705
4.383,0.19239,0.192271,0.0333127,0.00427003,0.422829
4.392,0.192016,0.19115,0.033183,0.00422861,0.423953
4.401,0.191641,0.190033,0.0330536,0.00418752,0.425077
4.41,0.191266,0.188921,0.0329245,0.00414674,0.426201
4.419,0.190892,0.187812,0.0327957,0.00410629,0.427325
4.428,0.190517,0.186708,0.0326671,0.00406614,0.428449
4.437,0.190142,0.185609,0.0325387,0.00402631,0.429573
4.446,0.189767,0.184514,0.0324105,0.00398679,0.430698
4.455,0.189393,0.183423,0.0322826,0.00394759,0.431822
4.464,0.189018,0.182336,0.032155,0.00390869,0.432946
4.473,0.188643,0.181254,0.0320277,0.00387009,0.43407
4.482,0.188269,0.180176,0.0319006,0.0038318,0.435195
4.491,0.187894,0.179102,0.0317737,0.00379382,0.436319
4.5,0.187519,0.178033,0.031647,0.00375613,0.437443
4.509,0.187144,0.176968,0.0315206,0.00371875,0.438567
4.518,0.186769,0.175906,0.0313945,0.00368166,0.439692
4.527,0.186395,0.174849,0.0312687,0.00364487,0.440816
4.536,0.18602,0.173796,0.0311431,0.00360837,0.441941
4.545,0.185645,0.172748,0.0310177,0.00357216,0.443065
4.554,0.18527,0.171704,0.0308925,0.00353625,0.44419
4.563,0.184895,0.170664,0.0307676,0.00350062,0.445314
4.572,0.18452,0.169628,0.030643,0.00346528,0.446439
4.581,0.184146,0.168596,0.0305187,0.00343022,0.447563
4.59,0.183771,0.167568,0.0303946,0.00339545,0.448688
4.599,0.183396,0.166545,0.0302707,0.00336096,0.449812
4.608,0.183021,0.165526,0.0301471,0.00332675,0.450937
4.617,0.182646,0.164511,0.0300236,0.00329282,0.452062
4.626,0.182271,0.163501,0.0299005,0.00325916,0.453186
4.635,0.181896,0.162494,0.0297776,0.00322579,0.454311
4.644,0.181522,0.161491,0.0296551,0.00319268,0.455436
4.653,0.181147,0.160492,0.0295327,0.00315985,0.45656
4.662,0.180772,0.159497,0.0294106,0.00312728,0.457685
4.671,0.180397,0.158507,0.0292887,0.00309499,0.45881
4.68,0.180022,0.157521,0.029167,0.00306296,0.459935
4.689,0.179647,0.15654,0.0290456,0.0030312,0.461059
4.698,0.179272,0.155561,0.0289246,0.00299969,0.462184
4.707,0.178897,0.154587,0.0288037,0.00296846,0.463309
4.716,0.178522,0.153617,0.0286832,0.00293748,0.464434
4.725,0.178147,0.152651,0.0285628,0.00290676,0.465559
4.734,0.177772,0.151689,0.0284427,0.0028763,0.466683
4.743,0.177397,0.150732,0.0283228,0.00284609,0.467808
4.752,0.177022,0.149778,0.0282031,0.00281614,0.468933
4.761,0.176647,0.148829,0.0280838,0.00278645,0.470058
4.77,0.176272,0.147882,0.0279647,0.002757,0.471183
4.779,0.175898,0.14694,0.027846,0.0027278,0.472308
4.788,0.175523,0.146002,0.0277274,0.00269885,0.473433
4.797,0.175148,0.145069,0.0276091,0.00267014,0.474558
4.806,0.174773,0.14414,0.0274909,0.00264168,0.475682
4.815,0.174397,0.143214,0.027373,0.00261347,0.476807
4.824,0.174022,0.142293,0.0272554,0.00258549,0.477932
4.833,0.173647,0.141375,0.0271381,0.00255776,0.479057
4.842,0.173273,0.14046,0.0270211,0.00253026,0.480182
4.851,0.172898,0.13955,0.0269044,0.002503,0.481307
4.86,0.172523,0.138644,0.0267878,0.00247598,0.482432
4.869,0.172148,0.137742,0.0266714,0.00244919,0.483557
4.878,0.171773,0.136844,0.0265553,0.00242263,0.484682
4.887,0.171398,0.135951,0.0264394,0.0023963,0.485807
4.896,0.171023,0.13506,0.0263238,0.0023702,0.486931
4.905,0.170648,0.134174,0.0262086,0.00234434,0.488056
4.914,0.170273,0.133291,0.0260936,0.00231869,0.489181
4.923,0.169898,0.132412,0.0259789,0.00229327,0.490306
4.932,0.169523,0.131537,0.0258643,0.00226808,0.491431
4.941,0.169148,0.130666,0.02575,0.0022431,0.492556
4.95,0.168773,0.129799,0.0256359,0.00221835,0.493681
4.959,0.168398,0.128936,0.025522,0.00219382,0.494806
4.968,0.168023,0.128077,0.0254085,0.0021695,0.495931
4.977,0.167648,0.127222,0.0252952,0.0021454,0.497056
4.986,0.167273,0.12637,0.0251822,0.00212151,0.498181
4.995,0.166898,0.125521,0.0250695,0.00209784,0.499306
5.004,0.166523,0.124677,0.0249571,0.00207438,0.500431
5.013,0.166149,0.123836,0.0248448,0.00205113,0.501556
5.022,0.165773,0.123,0.0247327,0.00202808,0.502681
5.031,0.165398,0.122167,0.0246209,0.00200525,0.503806
5.04,0.165023,0.121339,0.0245093,0.00198262,0.504931
5.049,0.164648,0.120514,0.024398,0.00196019,0.506056
5.058,0.164273,0.119692,0.024287,0.00193797,0.507181
5.067,0.163898,0.118874,0.0241763,0.00191595,0.508306
5.076,0.163523,0.118059,0.0240658,0.00189413,0.509431
5.085,0.163148,0.117248,0.0239557,0.00187251,0.510556
5.094,0.162773,0.116441,0.0238457,0.00185108,0.511681
5.103,0.162398,0.115638,0.0237359,0.00182986,0.512806
5.112,0.162023,0.114839,0.0236263,0.00180882,0.513932
5.121,0.161648,0.114044,0.023517,0.00178798,0.515057
5.13,0.161272,0.113253,0.0234079,0.00176733,0.516182
5.139,0.160897,0.112464,0.0232991,0.00174688,0.517307
5.148,0.160522,0.11168,0.0231906,0.00172661,0.518433
5.157,0.160147,0.110898,0.0230824,0.00170653,0.519558
5.166,0.159772,0.11012,0.0229745,0.00168664,0.520683
5.175,0.159398,0.109346,0.0228669,0.00166693,0.521809
5.184,0.159023,0.108576,0.0227594,0.00164741,0.522934
5.193,0.158647,0.107809,0.0226521,0.00162807,0.524059
5.202,0.158272,0.107047,0.022545,0.00160891,0.525185
5.211,0.157896,0.106288,0.0224382,0.00158993,0.52631
5.22,0.157521,0.105532,0.0223316,0.00157113,0.527436
5.229,0.157146,0.10478,0.0222253,0.00155251,0.528561
5.238,0.156771,0.104031,0.0221193,0.00153407,0.529687
5.247,0.156396,0.103286,0.0220136,0.0015158,0.530813
5.256,0.156021,0.102544,0.0219082,0.0014977,0.531938
5.265,0.155646,0.101805,0.0218031,0.00147978,0.533064
5.274,0.155271,0.10107,0.0216981,0.00146202,0.53419
5.283,0.154896,0.100339,0.0215934,0.00144444,0.535315
5.292,0.15452,0.099612,0.0214888,0.00142703,0.536441
5.301,0.154145,0.0988884,0.0213845,0.00140979,0.537567
5.31,0.153769,0.0981684,0.0212804,0.00139271,0.538693
5.319,0.153393,0.0974518,0.0211765,0.00137579,0.539819
5.328,0.153018,0.0967384,0.021073,0.00135904,0.540945
5.337,0.152642,0.0960282,0.0209697,0.00134246,0.542071
5.346,0.152267,0.0953212,0.0208668,0.00132603,0.543197
5.355,0.151892,0.0946175,0.0207642,0.00130977,0.544323
5.364,0.151517,0.0939172,0.0206618,0.00129366,0.545449
5.373,0.151142,0.0932205,0.0205596,0.00127772,0.546575
5.382,0.150767,0.0925274,0.0204577,0.00126193,0.547701
5.391,0.150392,0.091838,0.0203559,0.0012463,0.548828
5.4,0.150016,0.0911523,0.0202543,0.00123082,0.549954
5.409,0.14964,0.0904701,0.0201529,0.00121549,0.55108
5.418,0.149264,0.0897914,0.0200518,0.00120032,0.552207
5.427,0.148888,0.0891159,0.019951,0.0011853,0.553333
5.436,0.148513,0.0884436,0.0198504,0.00117043,0.55446
5.445,0.148137,0.0877743,0.0197501,0.0011557,0.555586
5.454,0.147762,0.0871082,0.0196502,0.00114113,0.556713
5.463,0.147387,0.0864453,0.0195506,0.0011267,0.557839
5.472,0.147012,0.0857856,0.0194512,0.00111242,0.558966
5.481,0.146637,0.0851293,0.0193521,0.00109829,0.560093
5.49,0.146261,0.0844765,0.0192531,0.00108429,0.561219
5.499,0.145886,0.0838274,0.0191544,0.00107044,0.562346
5.508,0.14551,0.0831818,0.0190559,0.00105673,0.563473
5.517,0.145134,0.0825398,0.0189575,0.00104317,0.5646
5.526,0.144758,0.0819012,0.0188594,0.00102974,0.565726
5.535,0.144382,0.081266,0.0187615,0.00101645,0.566853
5.544,0.144006,0.0806339,0.0186639,0.0010033,0.56798
5.553,0.14363,0.0800049,0.0185666,0.000990283,0.569107
5.562,0.143254,0.079379,0.0184697,0.000977402,0.570233
5.571,0.142879,0.0787561,0.018373,0.000964658,0.57136
5.58,0.142504,0.0781363,0.0182766,0.000952046,0.572487
5.589,0.142129,0.0775196,0.0181806,0.000939568,0.573613
5.598,0.141754,0.0769061,0.0180848,0.000927222,0.57474
5.607,0.141379,0.0762961,0.0179892,0.000915006,0.575866
5.616,0.141004,0.0756895,0.0178939,0.00090292,0.576993
5.625,0.140629,0.0750864,0.0177988,0.000890963,0.578119
5.634,0.140253,0.0744868,0.0177038,0.000879133,0.579245
5.643,0.139877,0.0738907,0.0176091,0.000867431,0.580371
5.652,0.139501,0.073298,0.0175145,0.000855853,0.581498
5.661,0.139125,0.0727086,0.0174203,0.000844403,0.582624
5.67,0.138749,0.0721223,0.0173263,0.000833073,0.58375
5.679,0.138374,0.0715391,0.0172325,0.000821868,0.584875
5.688,0.137998,0.0709589,0.0171391,0.000810782,0.586001
5.697,0.137623,0.0703816,0.0170461,0.000799821,0.587127
5.706,0.137248,0.0698072,0.0169533,0.000788975,0.588253
5.715,0.136873,0.0692358,0.0168608,0.000778248,0.589378
5.724,0.136498,0.0686672,0.0167686,0.000767638,0.590504
5.733,0.136124,0.0681018,0.0166768,0.000757145,0.59163
5.742,0.135749,0.0675394,0.0165851,0.000746763,0.592756
5.751,0.135374,0.0669802,0.0164936,0.000736497,0.593882
5.76,0.134999,0.0664241,0.0164023,0.00072634,0.595008
5.769,0.134624,0.0658713,0.0163112,0.000716294,0.596135
5.778,0.134248,0.0653217,0.0162202,0.000706355,0.597262
5.787,0.133872,0.0647751,0.0161295,0.000696526,0.598389
5.796,0.133495,0.0642316,0.0160389,0.000686802,0.599517
5.805,0.133118,0.0636909,0.0159485,0.000677182,0.600645
5.814,0.132741,0.063153,0.0158582,0.000667664,0.601774
5.823,0.132364,0.0626179,0.0157683,0.00065825,0.602903
5.832,0.131987,0.0620852,0.0156785,0.000648937,0.604033
5.841,0.13161,0.0615552,0.015589,0.000639724,0.605164
5.85,0.131233,0.0610275,0.0154998,0.00063061,0.606295
5.859,0.130856,0.0605023,0.0154109,0.000621597,0.607427
5.868,0.130479,0.0599797,0.0153222,0.000612681,0.60856
5.877,0.130102,0.0594596,0.0152338,0.000603863,0.609693
5.886,0.129724,0.0589421,0.0151456,0.000595141,0.610827
5.895,0.129347,0.0584274,0.0150576,0.000586517,0.611962
5.904,0.128969,0.0579155,0.0149698,0.000577989,0.613097
5.913,0.128592,0.0574065,0.0148822,0.000569557,0.614233
5.922,0.128213,0.0569005,0.0147948,0.000561222,0.615368
5.931,0.127835,0.0563977,0.0147076,0.000552983,0.616505
5.94,0.127456,0.0558983,0.0146206,0.000544845,0.61764
5.949,0.127078,0.0554031,0.0145339,0.000536817,0.618774
5.958,0.126702,0.0549139,0.014448,0.000528931,0.6199
5.967,0.126334,0.0544382,0.0143642,0.000521306,0.621003
5.976,0.125993,0.0540016,0.0142869,0.000514344,0.62202
5.985,0.125721,0.0536534,0.0142251,0.000508817,0.622836
5.994,0.125289,0.053106,0.0141277,0.000500178,0.624126
6.003,0.12445,0.0520474,0.013939,0.00048366,0.626642
6.012,0.125806,0.0537639,0.0142445,0.000510561,0.622578
6.021,0.125064,0.0528231,0.0140769,0.000495732,0.624798
6.03,0.124992,0.0527383,0.0140608,0.000494361,0.625004
6.039,0.126368,0.0544908,0.014372,0.000522095,0.620888
6.048,0.126036,0.0540598,0.0142965,0.000515243,0.621888
6.057,0.12597,0.0539729,0.0142816,0.000513878,0.622089
6.066,0.125975,0.0539776,0.0142828,0.000513968,0.622075
6.075,0.125984,0.053986,0.0142847,0.000514117,0.622053
6.084,0.125997,0.0540003,0.0142877,0.000514361,0.622017
6.093,0.125999,0.0540006,0.0142882,0.000514382,0.622014
6.102,0.126003,0.054003,0.014289,0.000514432,0.622007
6.111,0.12601,0.0540117,0.0142907,0.000514578,0.621986
6.12,0.126018,0.0540212,0.0142925,0.000514731,0.621963
6.129,0.126023,0.0540285,0.0142937,0.000514846,0.621946
6.138,0.126024,0.0540313,0.0142939,0.000514879,0.621941
6.147,0.126027,0.0540367,0.0142945,0.000514951,0.621931
6.156,0.126035,0.0540508,0.0142964,0.000515156,0.6219
6.165,0.126044,0.0540646,0.0142983,0.000515356,0.621871
6.174,0.126045,0.0540698,0.0142985,0.000515413,0.621863
6.183,0.126047,0.0540756,0.014299,0.000515482,0.621853
6.192,0.126047,0.0540798,0.0142991,0.00051553,0.621846
6.201,0.126047,0.0540815,0.014299,0.000515542,0.621844
6.21,0.126048,0.0540843,0.0142994,0.00051558,0.621838
6.219,0.126049,0.0540846,0.0142994,0.000515585,0.621838
6.228,0.12605,0.0540844,0.0142997,0.000515594,0.621837
6.237,0.126052,0.0540843,0.0143002,0.00051561,0.621834
6.246,0.126056,0.054085,0.014301,0.000515648,0.621829
6.255,0.126057,0.0540812,0.0143012,0.000515619,0.621833
6.264,0.126057,0.0540769,0.0143014,0.000515584,0.621838
6.273,0.126061,0.0540759,0.0143022,0.000515602,0.621836
6.282,0.126064,0.0540745,0.0143029,0.000515614,0.621834
6.291,0.126063,0.0540698,0.0143028,0.000515565,0.621841
6.3,0.126063,0.0540661,0.0143026,0.000515525,0.621847
6.309,0.126066,0.0540686,0.0143033,0.000515572,0.62184
6.318,0.126065,0.0540679,0.0143031,0.000515558,0.621842
6.327,0.126063,0.0540687,0.0143028,0.000515555,0.621843
6.336,0.126061,0.0540699,0.0143022,0.000515546,0.621844
6.345,0.126057,0.0540714,0.0143013,0.000515528,0.621847
6.354,0.126055,0.0540772,0.014301,0.000515571,0.621841
6.363,0.12605,0.0540788,0.0142997,0.000515538,0.621845
6.372,0.126048,0.0540857,0.0142992,0.00051559,0.621838
6.381,0.126043,0.054088,0.0142982,0.000515572,0.62184
6.39,0.126036,0.054085,0.0142965,0.000515483,0.621853
6.399,0.126038,0.0540924,0.0142971,0.000515576,0.62184
6.408,0.12604,0.0540946,0.0142974,0.000515608,0.621835
6.417,0.12604,0.0540914,0.0142975,0.00051558,0.621839
6.426,0.126044,0.054088,0.0142983,0.000515576,0.621839
6.435,0.126048,0.0540821,0.0142994,0.000515561,0.621842
6.444,0.126056,0.0540755,0.014301,0.000515557,0.621842
6.453,0.126066,0.05407,0.0143033,0.000515586,0.621838
6.462,0.126076,0.0540642,0.0143056,0.000515615,0.621833
6.471,0.126084,0.054056,0.0143076,0.000515606,0.621834
6.48,0.126091,0.054048,0.014309,0.000515583,0.621838
6.489,0.126096,0.0540433,0.0143101,0.000515577,0.621839
6.498,0.126096,0.0540402,0.0143102,0.00051555,0.621842
6.507,0.126095,0.0540457,0.01431,0.000515595,0.621836
6.516,0.126086,0.0540529,0.0143079,0.000515587,0.621837
6.525,0.126071,0.0540679,0.0143046,0.000515613,0.621833
6.534,0.126047,0.0540829,0.014299,0.000515556,0.621841
6.543,0.126021,0.0541073,0.0142931,0.000515573,0.621839
6.552,0.125992,0.0541349,0.0142867,0.000515604,0.621834
6.561,0.125965,0.0541599,0.0142805,0.00051562,0.621832
6.57,0.125945,0.0541785,0.0142759,0.000515633,0.62183
6.579,0.125936,0.0541809,0.0142738,0.000515577,0.621839
6.588,0.12595,0.0541739,0.0142771,0.000515631,0.621831
6.597,0.125982,0.054138,0.0142842,0.000515546,0.621843
6.606,0.126041,0.0540892,0.0142976,0.000515564,0.621841
6.615,0.126122,0.0540256,0.014316,0.000515622,0.621833
6.624,0.12621,0.053945,0.0143361,0.000515575,0.62184
6.633,0.126313,0.0538669,0.0143594,0.000515665,0.621827
6.642,0.126396,0.0537848,0.0143785,0.000515562,0.621842
6.651,0.12648,0.0537106,0.0143976,0.000515535,0.621846
6.66,0.12654,0.0536673,0.0144112,0.000515606,0.621836
6.669,0.126584,0.0536272,0.0144213,0.000515581,0.62184
6.678,0.12678,0.0534625,0.0144658,0.000515586,0.621839
6.687,0.126526,0.0536819,0.0144079,0.000515627,0.621833
6.696,0.126306,0.0538688,0.014358,0.000515631,0.621833
6.705,0.126173,0.0539702,0.0143276,0.000515508,0.621851
6.714,0.125755,0.05434,0.0142328,0.000515607,0.621837
6.723,0.127903,0.0525334,0.0147246,0.000515487,0.621855
6.732,0.197301,0.0229291,0.0353944,0.000515292,0.621906
6.741,0.575091,0.0026047,0.297657,0.00051687,0.620846
6.75,0.549703,0.00283803,0.271956,0.000514545,0.622501
6.759,0.512171,0.00327817,0.236096,0.000515894,0.621422
6.768,0.493823,0.00351953,0.219475,0.000514966,0.622378
6.777,0.481745,0.00370506,0.208872,0.000515909,0.621645
6.786,0.471129,0.0038734,0.199767,0.000515851,0.621735
6.795,0.461601,0.0040337,0.191769,0.000515684,0.621783
6.804,0.454073,0.00416414,0.185564,0.000515144,0.622123
6.813,0.448822,0.004268,0.181297,0.000515849,0.621701
6.822,0.451905,0.0042059,0.183796,0.000515352,0.621862
6.831,0.462399,0.00401877,0.192433,0.000515551,0.621884
6.84,0.466229,0.0039523,0.195633,0.000515466,0.621854
6.849,0.464621,0.0039835,0.194285,0.000515956,0.621503
6.858,0.464547,0.0039772,0.194223,0.000514977,0.622259
6.867,0.465175,0.00397648,0.194749,0.000516278,0.62152
6.876,0.465038,0.00397104,0.194634,0.000515267,0.622126
6.885,0.465156,0.0039753,0.194733,0.000516081,0.621575
6.894,0.46491,0.0039695,0.194527,0.000514783,0.622196
6.903,0.465183,0.00397323,0.194756,0.000515874,0.621793
6.912,0.465304,0.00397365,0.194857,0.000516197,0.621506
6.921,0.465054,0.00396867,0.194648,0.000514995,0.622174
6.93,0.465184,0.0039752,0.194757,0.000516132,0.621382
6.939,0.464802,0.00396941,0.194437,0.000514533,0.622508
6.948,0.464993,0.00398837,0.194596,0.000517416,0.620901
6.957,0.464053,0.00398025,0.193811,0.000514277,0.622469
6.966,0.464255,0.00399223,0.19398,0.000516275,0.621434
6.975,0.4639,0.00398875,0.193683,0.000515034,0.622191
6.984,0.463964,0.00399326,0.193736,0.00051576,0.621754
6.993,0.463933,0.00399266,0.19371,0.000515614,0.621785
7.002,0.463884,0.003993,0.193669,0.000515548,0.621882
7.011,0.463861,0.0039941,0.19365,0.000515638,0.62185
7.02,0.463838,0.00399618,0.193631,0.000515855,0.621686
7.029,0.463687,0.00399281,0.193505,0.000515086,0.62203
7.038,0.46389,0.00399783,0.193674,0.000516184,0.621583
7.047,0.463576,0.00399509,0.193413,0.000515133,0.621929
7.056,0.463593,0.00400148,0.193427,0.000515997,0.621644
7.065,0.46351,0.00399553,0.193357,0.000515044,0.622062
7.074,0.463656,0.00399563,0.193479,0.00051538,0.62211
7.083,0.463881,0.00400464,0.193667,0.000517043,0.621053
7.092,0.463243,0.00399199,0.193134,0.000513994,0.622692
7.101,0.463688,0.00400511,0.193506,0.000516674,0.621238
7.11,0.463395,0.00399189,0.193261,0.000514318,0.622699
7.119,0.46374,0.00399923,0.193549,0.000516033,0.621573
7.128,0.463607,0.00400011,0.193438,0.000515849,0.621602
7.137,0.463499,0.00399796,0.193349,0.000515334,0.62191
7.146,0.463539,0.00399939,0.193381,0.000515605,0.621899
7.155,0.463499,0.00400088,0.193348,0.000515709,0.621775
7.164,0.463469,0.00399855,0.193323,0.000515342,0.621954
7.173,0.463568,0.00400113,0.193406,0.000515894,0.621729
7.182,0.463457,0.00399653,0.193314,0.000515056,0.622129
7.191,0.463739,0.00400336,0.193548,0.000516563,0.621306
7.2,0.463179,0.00399546,0.193082,0.0005143,0.622514
7.209,0.463534,0.00400389,0.193377,0.000516174,0.621514
7.218,0.463492,0.00399725,0.193342,0.000515225,0.62186
7.227,0.463533,0.00399959,0.193377,0.000515618,0.621848
7.236,0.463404,0.00400227,0.193269,0.000515675,0.621766
7.245,0.46331,0.00399669,0.193191,0.000514749,0.622381
7.254,0.463916,0.00400907,0.193697,0.000517695,0.620701
7.263,0.463115,0.00399109,0.193028,0.000513596,0.622891
7.272,0.463639,0.00400783,0.193465,0.000516918,0.621094
7.281,0.463206,0.00399627,0.193104,0.000514465,0.622554
7.29,0.463552,0.00400214,0.193393,0.00051599,0.62158
7.299,0.463591,0.00400206,0.193425,0.000516067,0.621502
7.308,0.463339,0.0039974,0.193214,0.000514904,0.622156
7.317,0.463553,0.00400252,0.193393,0.00051604,0.621674
7.326,0.463304,0.00399635,0.193185,0.00051469,0.622367
7.335,0.463742,0.00400816,0.193551,0.000517189,0.620902
7.344,0.46324,0.00399344,0.193132,0.000514175,0.622646
7.353,0.463599,0.0040042,0.193432,0.00051636,0.621519
7.362,0.463363,0.00399903,0.193235,0.000515168,0.622076
7.371,0.463471,0.00399982,0.193325,0.00051551,0.621773
7.38,0.463553,0.00400175,0.193393,0.000515941,0.621675
7.389,0.46343,0.0039987,0.193291,0.000515274,0.622018
7.398,0.463493,0.00400086,0.193343,0.000515692,0.621761
7.407,0.463518,0.00400284,0.193364,0.000516004,0.621627
7.416,0.463258,0.00399728,0.193147,0.000514709,0.62234
7.425,0.463552,0.00400545,0.193393,0.000516417,0.621335
7.434,0.463368,0.00399664,0.193239,0.000514872,0.622196
7.443,0.463579,0.0040028,0.193415,0.000516133,0.621583
7.452,0.463374,0.00399908,0.193244,0.000515198,0.621921
7.461,0.463477,0.00399853,0.19333,0.000515358,0.621946
7.47,0.463645,0.00400481,0.19347,0.000516541,0.621288
7.479,0.4633,0.00399709,0.193182,0.000514779,0.622369
7.488,0.463572,0.00400335,0.193409,0.00051619,0.621552
7.497,0.463245,0.00399803,0.193137,0.000514777,0.622238
7.506,0.463562,0.00400247,0.193401,0.000516053,0.621577
7.515,0.463552,0.00400102,0.193392,0.000515844,0.621669
7.524,0.463355,0.0039989,0.193228,0.000515134,0.622091
7.533,0.463509,0.00400049,0.193357,0.000515682,0.621788
7.542,0.46353,0.00400075,0.193374,0.000515761,0.621752
7.551,0.463431,0.00399871,0.193291,0.000515277,0.62201
7.56,0.463418,0.0040026,0.193281,0.00051575,0.621717
7.569,0.463433,0.00400124,0.193293,0.000515607,0.621857
7.578,0.463604,0.00399995,0.193436,0.000515823,0.621726
7.587,0.463354,0.00399723,0.193227,0.000514916,0.622178
7.596,0.463596,0.00400375,0.193429,0.000516294,0.621396
7.605,0.463423,0.00399948,0.193285,0.00051536,0.621814
7.614,0.463428,0.00400074,0.193289,0.000515532,0.621986
7.623,0.463473,0.00400248,0.193327,0.000515858,0.621828
7.632,0.463424,0.00399626,0.193286,0.000514947,0.622023
7.641,0.463661,0.00400382,0.193484,0.000516449,0.621317
7.65,0.463241,0.00399406,0.193133,0.000514256,0.622663
7.659,0.463721,0.00400568,0.193533,0.000516821,0.621167
7.668,0.46323,0.0039948,0.193124,0.000514327,0.622495
7.677,0.463506,0.00400165,0.193354,0.000515824,0.621675
7.686,0.46359,0.00400325,0.193424,0.000516218,0.621536
7.695,0.463399,0.00399749,0.193265,0.000515051,0.622202
7.704,0.463535,0.00400085,0.193378,0.000515784,0.621716
7.713,0.463561,0.00400108,0.1934,0.000515873,0.621675
7.722,0.463259,0.00399695,0.193148,0.000514669,0.62239
7.731,0.463527,0.00400516,0.193372,0.000516323,0.621478
7.74,0.463517,0.00399839,0.193363,0.000515427,0.621874
7.749,0.463576,0.004001,0.193412,0.000515894,0.621666
7.758,0.463375,0.00399662,0.193244,0.000514883,0.622336
7.767,0.463568,0.00400124,0.193406,0.000515909,0.621568
7.776,0.46349,0.00400062,0.19334,0.000515655,0.621738
7.785,0.463396,0.0039995,0.193262,0.000515301,0.622111
7.794,0.463633,0.00400423,0.19346,0.000516438,0.621398
7.803,0.463326,0.00399594,0.193204,0.000514687,0.622175
7.812,0.463745,0.00400741,0.193554,0.000517099,0.620998
7.821,0.463274,0.00399279,0.19316,0.000514166,0.62284
7.83,0.46359,0.00400191,0.193424,0.000516045,0.621578
7.839,0.463391,0.00399789,0.193258,0.000515082,0.622012
7.848,0.463449,0.00400167,0.193306,0.000515698,0.621744
7.857,0.46358,0.00400086,0.193415,0.000515886,0.621644
7.866,0.463483,0.00399893,0.193335,0.000515422,0.62207
7.875,0.463618,0.00400384,0.193447,0.000516355,0.621523
7.884,0.463483,0.00399854,0.193335,0.000515371,0.62186
7.893,0.46344,0.00399642,0.193299,0.000515002,0.62214
7.902,0.463463,0.00400019,0.193318,0.000515539,0.621878
7.911,0.463534,0.00400156,0.193378,0.000515875,0.621708
7.92,0.463657,0.00400441,0.19348,0.000516517,0.62141
7.929,0.46334,0.00399724,0.193215,0.000514885,0.62229
7.938,0.463491,0.0039989,0.193341,0.000515434,0.621927
7.947,0.46352,0.00400034,0.193366,0.000515687,0.621796
7.956,0.463252,0.00399385,0.193142,0.000514255,0.622595
7.965,0.463824,0.00400606,0.193619,0.0005171,0.621024
7.974,0.463609,0.00400169,0.19344,0.000516058,0.621578
7.983,0.463924,0.0040151,0.193703,0.000518491,0.619749
7.992,0.431385,0.00332759,0.167665,0.000374181,0.537825
8.001,0.000646002,0.000999661,4.4646e-07,2.97383e-10,3.71696e-05
8.01,0.000333664,0.000997086,1.00198e-07,6.66044e-11,-4.06045e-07
8.019,0.000333312,0.00100019,9.9987e-08,6.66706e-11,2.62274e-08
8.028,0.000333333,0.001,9.99999e-08,6.66666e-11,9.12854e-12
8.037,0.000333333,0.001,9.99999e-08,6.66666e-11,7.12182e-17
8.046,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.78866e-19
8.055,0.000333333,0.001,9.99999e-08,6.66666e-11,-1.66919e-20
8.064,0.000333333,0.001,9.99999e-08,6.66666e-11,7.54516e-20
