Points_0,Points_1,Points_2,Points_Magnitude,Solution,arc_length,Point ID,vtkValidPointMask
-0.138,0,0,0.138,-0.226026,0.862,431,1
-0.136,0,0,0.136,-0.224234,0.864,432,1
-0.134,0,0,0.134,-0.222442,0.866,433,1
-0.132,0,0,0.132,-0.220481,0.868,434,1
-0.13,0,0,0.13,-0.218436,0.87,435,1
-0.128,0,0,0.128,-0.21639,0.872,436,1
-0.126,0,0,0.126,-0.214345,0.874,437,1
-0.124,0,0,0.124,-0.2123,0.876,438,1
-0.122,0,0,0.122,-0.210255,0.878,439,1
-0.12,0,0,0.12,-0.20821,0.88,440,1
-0.118,0,0,0.118,-0.206165,0.882,441,1
-0.116,0,0,0.116,-0.20412,0.884,442,1
-0.114,0,0,0.114,-0.202075,0.886,443,1
-0.112,0,0,0.112,-0.20003,0.888,444,1
-0.11,0,0,0.11,-0.197985,0.89,445,1
-0.108,0,0,0.108,-0.19594,0.892,446,1
-0.106,0,0,0.106,-0.193894,0.894,447,1
-0.104,0,0,0.104,-0.191849,0.896,448,1
-0.102,0,0,0.102,-0.189804,0.898,449,1
-0.1,0,0,0.1,-0.187759,0.9,450,1
-0.098,0,0,0.098,-0.185714,0.902,451,1
-0.096,0,0,0.096,-0.183669,0.904,452,1
-0.094,0,0,0.094,-0.181624,0.906,453,1
-0.092,0,0,0.092,-0.179579,0.908,454,1
-0.09,0,0,0.09,-0.177534,0.91,455,1
-0.088,0,0,0.088,-0.175489,0.912,456,1
-0.086,0,0,0.086,-0.173443,0.914,457,1
-0.084,0,0,0.084,-0.171398,0.916,458,1
-0.082,0,0,0.082,-0.169353,0.918,459,1
-0.08,0,0,0.08,-0.167308,0.92,460,1
-0.078,0,0,0.078,-0.165263,0.922,461,1
-0.076,0,0,0.076,-0.163218,0.924,462,1
-0.074,0,0,0.074,-0.161173,0.926,463,1
-0.072,0,0,0.072,-0.159128,0.928,464,1
-0.07,0,0,0.07,-0.157083,0.93,465,1
-0.068,0,0,0.068,-0.155038,0.932,466,1
-0.066,0,0,0.066,-0.152939,0.934,467,1
-0.064,0,0,0.064,-0.150732,0.936,468,1
-0.062,0,0,0.062,-0.148525,0.938,469,1
-0.06,0,0,0.06,-0.146318,0.94,470,1
-0.058,0,0,0.058,-0.144111,0.942,471,1
