Points_0,Points_1,Points_2,Points_Magnitude,Solution,arc_length,Point ID,vtkValidPointMask
-0.91,0,0,0.91,0.729946,0.09,45,1
-0.908,0,0,0.908,0.739799,0.092,46,1
-0.906,0,0,0.906,0.749653,0.094,47,1
-0.904,0,0,0.904,0.759507,0.096,48,1
-0.902,0,0,0.902,0.769361,0.098,49,1
-0.9,0,0,0.9,0.779215,0.1,50,1
-0.898,0,0,0.898,0.789068,0.102,51,1
-0.896,0,0,0.896,0.798922,0.104,52,1
-0.894,0,0,0.894,0.808776,0.106,53,1
-0.892,0,0,0.892,0.81863,0.108,54,1
-0.89,0,0,0.89,0.828484,0.11,55,1
-0.888,0,0,0.888,0.838337,0.112,56,1
-0.886,0,0,0.886,0.848191,0.114,57,1
-0.884,0,0,0.884,0.858045,0.116,58,1
-0.882,0,0,0.882,0.867899,0.118,59,1
-0.88,0,0,0.88,0.877753,0.12,60,1
-0.878,0,0,0.878,0.887606,0.122,61,1
-0.876,0,0,0.876,0.89746,0.124,62,1
-0.874,0,0,0.874,0.907314,0.126,63,1
-0.872,0,0,0.872,0.917168,0.128,64,1
-0.87,0,0,0.87,0.927022,0.13,65,1
-0.868,0,0,0.868,0.936876,0.132,66,1
-0.866,0,0,0.866,0.941982,0.134,67,1
-0.864,0,0,0.864,0.937596,0.136,68,1
-0.862,0,0,0.862,0.93321,0.138,69,1
-0.86,0,0,0.86,0.928823,0.14,70,1
-0.858,0,0,0.858,0.924437,0.142,71,1
-0.856,0,0,0.856,0.92005,0.144,72,1
-0.854,0,0,0.854,0.915664,0.146,73,1
-0.852,0,0,0.852,0.911277,0.148,74,1
-0.85,0,0,0.85,0.906891,0.15,75,1
-0.848,0,0,0.848,0.902504,0.152,76,1
-0.846,0,0,0.846,0.898118,0.154,77,1
-0.844,0,0,0.844,0.893732,0.156,78,1
-0.842,0,0,0.842,0.889345,0.158,79,1
-0.84,0,0,0.84,0.884959,0.16,80,1
-0.838,0,0,0.838,0.880572,0.162,81,1
-0.836,0,0,0.836,0.876186,0.164,82,1
-0.834,0,0,0.834,0.871799,0.166,83,1
-0.832,0,0,0.832,0.867413,0.168,84,1
-0.83,0,0,0.83,0.863026,0.17,85,1
-0.828,0,0,0.828,0.85864,0.172,86,1
-0.826,0,0,0.826,0.854254,0.174,87,1
-0.824,0,0,0.824,0.849867,0.176,88,1
-0.822,0,0,0.822,0.845481,0.178,89,1
-0.82,0,0,0.82,0.841094,0.18,90,1
-0.818,0,0,0.818,0.836708,0.182,91,1
-0.816,0,0,0.816,0.832321,0.184,92,1
-0.814,0,0,0.814,0.827935,0.186,93,1
-0.812,0,0,0.812,0.823548,0.188,94,1
-0.81,0,0,0.81,0.819162,0.19,95,1
-0.808,0,0,0.808,0.814776,0.192,96,1
-0.806,0,0,0.806,0.810389,0.194,97,1
-0.804,0,0,0.804,0.806003,0.196,98,1
-0.802,0,0,0.802,0.801616,0.198,99,1
-0.8,0,0,0.8,0.79723,0.2,100,1
-0.798,0,0,0.798,0.780309,0.202,101,1
-0.796,0,0,0.796,0.763388,0.204,102,1
-0.794,0,0,0.794,0.746467,0.206,103,1
-0.792,0,0,0.792,0.729546,0.208,104,1
-0.79,0,0,0.79,0.712625,0.21,105,1
-0.788,0,0,0.788,0.695704,0.212,106,1
-0.786,0,0,0.786,0.678784,0.214,107,1
-0.784,0,0,0.784,0.661862,0.216,108,1
-0.782,0,0,0.782,0.644942,0.218,109,1
-0.78,0,0,0.78,0.628021,0.22,110,1
-0.778,0,0,0.778,0.6111,0.222,111,1
-0.776,0,0,0.776,0.594179,0.224,112,1
-0.774,0,0,0.774,0.577258,0.226,113,1
-0.772,0,0,0.772,0.560337,0.228,114,1
-0.77,0,0,0.77,0.543416,0.23,115,1
-0.768,0,0,0.768,0.526496,0.232,116,1
-0.766,0,0,0.766,0.509574,0.234,117,1
-0.764,0,0,0.764,0.492654,0.236,118,1
-0.762,0,0,0.762,0.475733,0.238,119,1
-0.76,0,0,0.76,0.458812,0.24,120,1
-0.758,0,0,0.758,0.441891,0.242,121,1
-0.756,0,0,0.756,0.42497,0.244,122,1
-0.754,0,0,0.754,0.408049,0.246,123,1
-0.752,0,0,0.752,0.391128,0.248,124,1
-0.75,0,0,0.75,0.374207,0.25,125,1
-0.748,0,0,0.748,0.357287,0.252,126,1
-0.746,0,0,0.746,0.340366,0.254,127,1
-0.744,0,0,0.744,0.323445,0.256,128,1
-0.742,0,0,0.742,0.306524,0.258,129,1
-0.74,0,0,0.74,0.289603,0.26,130,1
-0.738,0,0,0.738,0.272682,0.262,131,1
-0.736,0,0,0.736,0.255761,0.264,132,1
-0.734,0,0,0.734,0.23884,0.266,133,1
-0.732,0,0,0.732,0.220188,0.268,134,1
-0.73,0,0,0.73,0.200671,0.27,135,1
-0.728,0,0,0.728,0.181153,0.272,136,1
-0.726,0,0,0.726,0.161636,0.274,137,1
-0.724,0,0,0.724,0.142118,0.276,138,1
-0.722,0,0,0.722,0.122601,0.278,139,1
-0.72,0,0,0.72,0.103083,0.28,140,1
-0.718,0,0,0.718,0.0835655,0.282,141,1
-0.716,0,0,0.716,0.0640483,0.284,142,1
-0.714,0,0,0.714,0.0445304,0.286,143,1
-0.712,0,0,0.712,0.0250131,0.288,144,1
-0.71,0,0,0.71,0.00549527,0.29,145,1
-0.708,0,0,0.708,-0.014022,0.292,146,1
-0.706,0,0,0.706,-0.0335399,0.294,147,1
-0.704,0,0,0.704,-0.0530571,0.296,148,1
-0.702,0,0,0.702,-0.0725744,0.298,149,1
-0.7,0,0,0.7,-0.0920923,0.3,150,1
-0.698,0,0,0.698,-0.11161,0.302,151,1
-0.696,0,0,0.696,-0.131127,0.304,152,1
-0.694,0,0,0.694,-0.150645,0.306,153,1
-0.692,0,0,0.692,-0.170163,0.308,154,1
-0.69,0,0,0.69,-0.18968,0.31,155,1
-0.688,0,0,0.688,-0.209197,0.312,156,1
-0.686,0,0,0.686,-0.228715,0.314,157,1
-0.684,0,0,0.684,-0.248232,0.316,158,1
-0.682,0,0,0.682,-0.26775,0.318,159,1
-0.68,0,0,0.68,-0.287267,0.32,160,1
-0.678,0,0,0.678,-0.306785,0.322,161,1
-0.676,0,0,0.676,-0.326302,0.324,162,1
-0.674,0,0,0.674,-0.34582,0.326,163,1
-0.672,0,0,0.672,-0.365338,0.328,164,1
-0.67,0,0,0.67,-0.384855,0.33,165,1
-0.668,0,0,0.668,-0.404373,0.332,166,1
-0.666,0,0,0.666,-0.421638,0.334,167,1
-0.664,0,0,0.664,-0.434398,0.336,168,1
-0.662,0,0,0.662,-0.447158,0.338,169,1
-0.66,0,0,0.66,-0.459918,0.34,170,1
-0.658,0,0,0.658,-0.472679,0.342,171,1
-0.656,0,0,0.656,-0.485439,0.344,172,1
-0.654,0,0,0.654,-0.498199,0.346,173,1
-0.652,0,0,0.652,-0.510959,0.348,174,1
-0.65,0,0,0.65,-0.523719,0.35,175,1
-0.648,0,0,0.648,-0.53648,0.352,176,1
-0.646,0,0,0.646,-0.54924,0.354,177,1
-0.644,0,0,0.644,-0.562,0.356,178,1
-0.642,0,0,0.642,-0.57476,0.358,179,1
-0.64,0,0,0.64,-0.587521,0.36,180,1
-0.638,0,0,0.638,-0.600281,0.362,181,1
-0.636,0,0,0.636,-0.613041,0.364,182,1
-0.634,0,0,0.634,-0.625801,0.366,183,1
-0.632,0,0,0.632,-0.638561,0.368,184,1
-0.63,0,0,0.63,-0.651322,0.37,185,1
-0.628,0,0,0.628,-0.664082,0.372,186,1
-0.626,0,0,0.626,-0.676842,0.374,187,1
-0.624,0,0,0.624,-0.689602,0.376,188,1
-0.622,0,0,0.622,-0.702363,0.378,189,1
-0.62,0,0,0.62,-0.715123,0.38,190,1
-0.618,0,0,0.618,-0.727883,0.382,191,1
-0.616,0,0,0.616,-0.740643,0.384,192,1
-0.614,0,0,0.614,-0.753403,0.386,193,1
-0.612,0,0,0.612,-0.766164,0.388,194,1
-0.61,0,0,0.61,-0.778924,0.39,195,1
-0.608,0,0,0.608,-0.791684,0.392,196,1
-0.606,0,0,0.606,-0.804444,0.394,197,1
-0.604,0,0,0.604,-0.817205,0.396,198,1
-0.602,0,0,0.602,-0.829965,0.398,199,1
-0.6,0,0,0.6,-0.842725,0.4,200,1
-0.598,0,0,0.598,-0.844083,0.402,201,1
-0.596,0,0,0.596,-0.845442,0.404,202,1
-0.594,0,0,0.594,-0.846801,0.406,203,1
-0.592,0,0,0.592,-0.848159,0.408,204,1
-0.59,0,0,0.59,-0.849518,0.41,205,1
-0.588,0,0,0.588,-0.850877,0.412,206,1
-0.586,0,0,0.586,-0.852236,0.414,207,1
-0.584,0,0,0.584,-0.853594,0.416,208,1
-0.582,0,0,0.582,-0.854953,0.418,209,1
-0.58,0,0,0.58,-0.856312,0.42,210,1
-0.578,0,0,0.578,-0.85767,0.422,211,1
-0.576,0,0,0.576,-0.859029,0.424,212,1
-0.574,0,0,0.574,-0.860388,0.426,213,1
-0.572,0,0,0.572,-0.861746,0.428,214,1
-0.57,0,0,0.57,-0.863105,0.43,215,1
-0.568,0,0,0.568,-0.864464,0.432,216,1
-0.566,0,0,0.566,-0.865822,0.434,217,1
-0.564,0,0,0.564,-0.867181,0.436,218,1
-0.562,0,0,0.562,-0.86854,0.438,219,1
-0.56,0,0,0.56,-0.869899,0.44,220,1
-0.558,0,0,0.558,-0.871257,0.442,221,1
-0.556,0,0,0.556,-0.872616,0.444,222,1
-0.554,0,0,0.554,-0.873975,0.446,223,1
-0.552,0,0,0.552,-0.875333,0.448,224,1
-0.55,0,0,0.55,-0.876692,0.45,225,1
-0.548,0,0,0.548,-0.878051,0.452,226,1
-0.546,0,0,0.546,-0.879409,0.454,227,1
-0.544,0,0,0.544,-0.880768,0.456,228,1
-0.542,0,0,0.542,-0.882127,0.458,229,1
-0.54,0,0,0.54,-0.883485,0.46,230,1
-0.538,0,0,0.538,-0.884844,0.462,231,1
-0.536,0,0,0.536,-0.886203,0.464,232,1
-0.534,0,0,0.534,-0.887562,0.466,233,1
-0.532,0,0,0.532,-0.881814,0.468,234,1
-0.53,0,0,0.53,-0.872514,0.47,235,1
-0.528,0,0,0.528,-0.863214,0.472,236,1
-0.526,0,0,0.526,-0.853914,0.474,237,1
-0.524,0,0,0.524,-0.844614,0.476,238,1
-0.522,0,0,0.522,-0.835314,0.478,239,1
-0.52,0,0,0.52,-0.826014,0.48,240,1
-0.518,0,0,0.518,-0.816714,0.482,241,1
-0.516,0,0,0.516,-0.807414,0.484,242,1
-0.514,0,0,0.514,-0.798114,0.486,243,1
-0.512,0,0,0.512,-0.788815,0.488,244,1
-0.51,0,0,0.51,-0.779514,0.49,245,1
-0.508,0,0,0.508,-0.770214,0.492,246,1
-0.506,0,0,0.506,-0.760914,0.494,247,1
-0.504,0,0,0.504,-0.751615,0.496,248,1
-0.502,0,0,0.502,-0.742314,0.498,249,1
-0.5,0,0,0.5,-0.733014,0.5,250,1
-0.498,0,0,0.498,-0.723714,0.502,251,1
-0.496,0,0,0.496,-0.714414,0.504,252,1
-0.494,0,0,0.494,-0.705114,0.506,253,1
-0.492,0,0,0.492,-0.695815,0.508,254,1
-0.49,0,0,0.49,-0.686515,0.51,255,1
-0.488,0,0,0.488,-0.677215,0.512,256,1
-0.486,0,0,0.486,-0.667915,0.514,257,1
-0.484,0,0,0.484,-0.658615,0.516,258,1
-0.482,0,0,0.482,-0.649315,0.518,259,1
-0.48,0,0,0.48,-0.640015,0.52,260,1
-0.478,0,0,0.478,-0.630715,0.522,261,1
-0.476,0,0,0.476,-0.621415,0.524,262,1
-0.474,0,0,0.474,-0.612115,0.526,263,1
-0.472,0,0,0.472,-0.602815,0.528,264,1
-0.47,0,0,0.47,-0.593515,0.53,265,1
-0.468,0,0,0.468,-0.584215,0.532,266,1
-0.466,0,0,0.466,-0.572921,0.534,267,1
-0.464,0,0,0.464,-0.557639,0.536,268,1
-0.462,0,0,0.462,-0.542358,0.538,269,1
-0.46,0,0,0.46,-0.527077,0.54,270,1
-0.458,0,0,0.458,-0.511795,0.542,271,1
-0.456,0,0,0.456,-0.496514,0.544,272,1
-0.454,0,0,0.454,-0.481232,0.546,273,1
-0.452,0,0,0.452,-0.465951,0.548,274,1
-0.45,0,0,0.45,-0.450669,0.55,275,1
-0.448,0,0,0.448,-0.435388,0.552,276,1
-0.446,0,0,0.446,-0.420106,0.554,277,1
-0.444,0,0,0.444,-0.404825,0.556,278,1
-0.442,0,0,0.442,-0.389544,0.558,279,1
-0.44,0,0,0.44,-0.374262,0.56,280,1
-0.438,0,0,0.438,-0.358981,0.562,281,1
-0.436,0,0,0.436,-0.343699,0.564,282,1
-0.434,0,0,0.434,-0.328418,0.566,283,1
-0.432,0,0,0.432,-0.313136,0.568,284,1
-0.43,0,0,0.43,-0.297855,0.57,285,1
-0.428,0,0,0.428,-0.282573,0.572,286,1
-0.426,0,0,0.426,-0.267292,0.574,287,1
-0.424,0,0,0.424,-0.25201,0.576,288,1
-0.422,0,0,0.422,-0.236729,0.578,289,1
-0.42,0,0,0.42,-0.221448,0.58,290,1
-0.418,0,0,0.418,-0.206166,0.582,291,1
-0.416,0,0,0.416,-0.190885,0.584,292,1
-0.414,0,0,0.414,-0.175603,0.586,293,1
-0.412,0,0,0.412,-0.160322,0.588,294,1
-0.41,0,0,0.41,-0.14504,0.59,295,1
-0.408,0,0,0.408,-0.129759,0.592,296,1
-0.406,0,0,0.406,-0.114477,0.594,297,1
-0.404,0,0,0.404,-0.0991962,0.596,298,1
-0.402,0,0,0.402,-0.0839147,0.598,299,1
-0.4,0,0,0.4,-0.0686333,0.6,300,1
-0.398,0,0,0.398,-0.0535998,0.602,301,1
-0.396,0,0,0.396,-0.0385663,0.604,302,1
-0.394,0,0,0.394,-0.0235328,0.606,303,1
-0.392,0,0,0.392,-0.00849925,0.608,304,1
-0.39,0,0,0.39,0.00653425,0.61,305,1
-0.388,0,0,0.388,0.0215675,0.612,306,1
-0.386,0,0,0.386,0.036601,0.614,307,1
-0.384,0,0,0.384,0.0516345,0.616,308,1
-0.382,0,0,0.382,0.066668,0.618,309,1
-0.38,0,0,0.38,0.0817015,0.62,310,1
-0.378,0,0,0.378,0.096735,0.622,311,1
-0.376,0,0,0.376,0.111769,0.624,312,1
-0.374,0,0,0.374,0.126802,0.626,313,1
-0.372,0,0,0.372,0.141835,0.628,314,1
-0.37,0,0,0.37,0.156869,0.63,315,1
-0.368,0,0,0.368,0.171902,0.632,316,1
-0.366,0,0,0.366,0.186936,0.634,317,1
-0.364,0,0,0.364,0.201969,0.636,318,1
-0.362,0,0,0.362,0.217003,0.638,319,1
-0.36,0,0,0.36,0.232036,0.64,320,1
-0.358,0,0,0.358,0.24707,0.642,321,1
-0.356,0,0,0.356,0.262103,0.644,322,1
-0.354,0,0,0.354,0.277137,0.646,323,1
-0.352,0,0,0.352,0.29217,0.648,324,1
-0.35,0,0,0.35,0.307204,0.65,325,1
-0.348,0,0,0.348,0.322237,0.652,326,1
-0.346,0,0,0.346,0.337271,0.654,327,1
-0.344,0,0,0.344,0.352304,0.656,328,1
-0.342,0,0,0.342,0.367337,0.658,329,1
-0.34,0,0,0.34,0.382371,0.66,330,1
-0.338,0,0,0.338,0.397404,0.662,331,1
-0.336,0,0,0.336,0.412438,0.664,332,1
-0.334,0,0,0.334,0.427471,0.666,333,1
-0.332,0,0,0.332,0.438722,0.668,334,1
-0.33,0,0,0.33,0.44808,0.67,335,1
-0.328,0,0,0.328,0.457439,0.672,336,1
-0.326,0,0,0.326,0.466798,0.674,337,1
-0.324,0,0,0.324,0.476157,0.676,338,1
-0.322,0,0,0.322,0.485515,0.678,339,1
-0.32,0,0,0.32,0.494874,0.68,340,1
-0.318,0,0,0.318,0.504233,0.682,341,1
-0.316,0,0,0.316,0.513592,0.684,342,1
-0.314,0,0,0.314,0.52295,0.686,343,1
-0.312,0,0,0.312,0.532309,0.688,344,1
-0.31,0,0,0.31,0.541668,0.69,345,1
-0.308,0,0,0.308,0.551027,0.692,346,1
-0.306,0,0,0.306,0.560386,0.694,347,1
-0.304,0,0,0.304,0.569744,0.696,348,1
-0.302,0,0,0.302,0.579103,0.698,349,1
-0.3,0,0,0.3,0.588462,0.7,350,1
-0.298,0,0,0.298,0.597821,0.702,351,1
-0.296,0,0,0.296,0.607179,0.704,352,1
-0.294,0,0,0.294,0.616538,0.706,353,1
-0.292,0,0,0.292,0.625897,0.708,354,1
-0.29,0,0,0.29,0.635256,0.71,355,1
-0.288,0,0,0.288,0.644615,0.712,356,1
-0.286,0,0,0.286,0.653973,0.714,357,1
-0.284,0,0,0.284,0.663332,0.716,358,1
-0.282,0,0,0.282,0.672691,0.718,359,1
-0.28,0,0,0.28,0.68205,0.72,360,1
-0.278,0,0,0.278,0.691408,0.722,361,1
-0.276,0,0,0.276,0.700767,0.724,362,1
-0.274,0,0,0.274,0.710126,0.726,363,1
-0.272,0,0,0.272,0.719485,0.728,364,1
-0.27,0,0,0.27,0.728843,0.73,365,1
-0.268,0,0,0.268,0.738202,0.732,366,1
-0.266,0,0,0.266,0.744688,0.734,367,1
-0.264,0,0,0.264,0.745428,0.736,368,1
-0.262,0,0,0.262,0.746168,0.738,369,1
-0.26,0,0,0.26,0.746908,0.74,370,1
-0.258,0,0,0.258,0.747648,0.742,371,1
-0.256,0,0,0.256,0.748388,0.744,372,1
-0.254,0,0,0.254,0.749127,0.746,373,1
-0.252,0,0,0.252,0.749867,0.748,374,1
-0.25,0,0,0.25,0.750607,0.75,375,1
-0.248,0,0,0.248,0.751347,0.752,376,1
-0.246,0,0,0.246,0.752087,0.754,377,1
-0.244,0,0,0.244,0.752827,0.756,378,1
-0.242,0,0,0.242,0.753567,0.758,379,1
-0.24,0,0,0.24,0.754307,0.76,380,1
-0.238,0,0,0.238,0.755047,0.762,381,1
-0.236,0,0,0.236,0.755787,0.764,382,1
-0.234,0,0,0.234,0.756526,0.766,383,1
-0.232,0,0,0.232,0.757266,0.768,384,1
-0.23,0,0,0.23,0.758006,0.77,385,1
-0.228,0,0,0.228,0.758746,0.772,386,1
-0.226,0,0,0.226,0.759486,0.774,387,1
-0.224,0,0,0.224,0.760226,0.776,388,1
-0.222,0,0,0.222,0.760966,0.778,389,1
-0.22,0,0,0.22,0.761706,0.78,390,1
-0.218,0,0,0.218,0.762446,0.782,391,1
-0.216,0,0,0.216,0.763186,0.784,392,1
-0.214,0,0,0.214,0.763925,0.786,393,1
-0.212,0,0,0.212,0.764665,0.788,394,1
-0.21,0,0,0.21,0.765405,0.79,395,1
-0.208,0,0,0.208,0.766145,0.792,396,1
-0.206,0,0,0.206,0.766885,0.794,397,1
-0.204,0,0,0.204,0.767625,0.796,398,1
-0.202,0,0,0.202,0.768365,0.798,399,1
-0.2,0,0,0.2,0.769105,0.8,400,1
-0.198,0,0,0.198,0.761446,0.802,401,1
-0.196,0,0,0.196,0.753787,0.804,402,1
-0.194,0,0,0.194,0.746127,0.806,403,1
-0.192,0,0,0.192,0.738468,0.808,404,1
-0.19,0,0,0.19,0.730809,0.81,405,1
-0.188,0,0,0.188,0.72315,0.812,406,1
-0.186,0,0,0.186,0.715491,0.814,407,1
-0.184,0,0,0.184,0.707832,0.816,408,1
-0.182,0,0,0.182,0.700173,0.818,409,1
-0.18,0,0,0.18,0.692514,0.82,410,1
-0.178,0,0,0.178,0.684854,0.822,411,1
-0.176,0,0,0.176,0.677195,0.824,412,1
-0.174,0,0,0.174,0.669536,0.826,413,1
-0.172,0,0,0.172,0.661877,0.828,414,1
-0.17,0,0,0.17,0.654218,0.83,415,1
-0.168,0,0,0.168,0.646559,0.832,416,1
-0.166,0,0,0.166,0.6389,0.834,417,1
-0.164,0,0,0.164,0.631241,0.836,418,1
-0.162,0,0,0.162,0.623581,0.838,419,1
-0.16,0,0,0.16,0.615922,0.84,420,1
-0.158,0,0,0.158,0.608263,0.842,421,1
-0.156,0,0,0.156,0.600604,0.844,422,1
-0.154,0,0,0.154,0.592945,0.846,423,1
-0.152,0,0,0.152,0.585286,0.848,424,1
-0.15,0,0,0.15,0.577627,0.85,425,1
-0.148,0,0,0.148,0.569968,0.852,426,1
-0.146,0,0,0.146,0.562308,0.854,427,1
-0.144,0,0,0.144,0.554649,0.856,428,1
-0.142,0,0,0.142,0.54699,0.858,429,1
-0.14,0,0,0.14,0.539331,0.86,430,1
-0.138,0,0,0.138,0.531672,0.862,431,1
-0.136,0,0,0.136,0.524013,0.864,432,1
-0.134,0,0,0.134,0.516354,0.866,433,1
-0.132,0,0,0.132,0.505123,0.868,434,1
-0.13,0,0,0.13,0.492107,0.87,435,1
-0.128,0,0,0.128,0.479091,0.872,436,1
-0.126,0,0,0.126,0.466075,0.874,437,1
-0.124,0,0,0.124,0.453059,0.876,438,1
-0.122,0,0,0.122,0.440043,0.878,439,1
-0.12,0,0,0.12,0.427027,0.88,440,1
-0.118,0,0,0.118,0.414011,0.882,441,1
-0.116,0,0,0.116,0.400995,0.884,442,1
-0.114,0,0,0.114,0.387979,0.886,443,1
-0.112,0,0,0.112,0.374963,0.888,444,1
-0.11,0,0,0.11,0.361947,0.89,445,1
-0.108,0,0,0.108,0.348931,0.892,446,1
-0.106,0,0,0.106,0.335915,0.894,447,1
-0.104,0,0,0.104,0.322899,0.896,448,1
-0.102,0,0,0.102,0.309883,0.898,449,1
-0.1,0,0,0.1,0.296867,0.9,450,1
-0.098,0,0,0.098,0.283851,0.902,451,1
-0.096,0,0,0.096,0.270835,0.904,452,1
-0.094,0,0,0.094,0.257819,0.906,453,1
-0.092,0,0,0.092,0.244803,0.908,454,1
-0.09,0,0,0.09,0.231787,0.91,455,1
-0.088,0,0,0.088,0.218771,0.912,456,1
-0.086,0,0,0.086,0.205755,0.914,457,1
-0.084,0,0,0.084,0.192739,0.916,458,1
-0.082,0,0,0.082,0.179723,0.918,459,1
-0.08,0,0,0.08,0.166707,0.92,460,1
-0.078,0,0,0.078,0.153691,0.922,461,1
-0.076,0,0,0.076,0.140675,0.924,462,1
-0.074,0,0,0.074,0.127659,0.926,463,1
-0.072,0,0,0.072,0.114643,0.928,464,1
-0.07,0,0,0.07,0.101627,0.93,465,1
-0.068,0,0,0.068,0.0886106,0.932,466,1
-0.066,0,0,0.066,0.0753809,0.934,467,1
-0.064,0,0,0.064,0.0617243,0.936,468,1
-0.062,0,0,0.062,0.0480675,0.938,469,1
-0.06,0,0,0.06,0.0344108,0.94,470,1
-0.058,0,0,0.058,0.0207541,0.942,471,1
-0.056,0,0,0.056,0.00709738,0.944,472,1
-0.054,0,0,0.054,-0.00655933,0.946,473,1
-0.052,0,0,0.052,-0.0202161,0.948,474,1
-0.05,0,0,0.05,-0.0338728,0.95,475,1
-0.048,0,0,0.048,-0.0475295,0.952,476,1
-0.046,0,0,0.046,-0.0611862,0.954,477,1
-0.044,0,0,0.044,-0.0748429,0.956,478,1
-0.042,0,0,0.042,-0.0884996,0.958,479,1
-0.04,0,0,0.04,-0.102156,0.96,480,1
-0.038,0,0,0.038,-0.115813,0.962,481,1
-0.036,0,0,0.036,-0.12947,0.964,482,1
-0.034,0,0,0.034,-0.143126,0.966,483,1
-0.032,0,0,0.032,-0.156783,0.968,484,1
-0.03,0,0,0.03,-0.17044,0.97,485,1
-0.028,0,0,0.028,-0.184097,0.972,486,1
-0.026,0,0,0.026,-0.197753,0.974,487,1
-0.024,0,0,0.024,-0.21141,0.976,488,1
-0.022,0,0,0.022,-0.225067,0.978,489,1
-0.02,0,0,0.02,-0.238724,0.98,490,1
-0.018,0,0,0.018,-0.25238,0.982,491,1
-0.016,0,0,0.016,-0.266037,0.984,492,1
-0.014,0,0,0.014,-0.279694,0.986,493,1
-0.012,0,0,0.012,-0.29335,0.988,494,1
-0.01,0,0,0.01,-0.307007,0.99,495,1
-0.008,0,0,0.008,-0.320664,0.992,496,1
-0.006,0,0,0.006,-0.334321,0.994,497,1
-0.004,0,0,0.004,-0.347977,0.996,498,1
-0.002,0,0,0.002,-0.361634,0.998,499,1
0,0,0,0,-0.375291,1,500,1
0.002,0,0,0.002,-0.384773,1.002,501,1
0.004,0,0,0.004,-0.394256,1.004,502,1
0.006,0,0,0.006,-0.403739,1.006,503,1
0.008,0,0,0.008,-0.413221,1.008,504,1
0.01,0,0,0.01,-0.422704,1.01,505,1
0.012,0,0,0.012,-0.432187,1.012,506,1
0.014,0,0,0.014,-0.44167,1.014,507,1
0.016,0,0,0.016,-0.451152,1.016,508,1
0.018,0,0,0.018,-0.460635,1.018,509,1
0.02,0,0,0.02,-0.470118,1.02,510,1
0.022,0,0,0.022,-0.4796,1.022,511,1
0.024,0,0,0.024,-0.489083,1.024,512,1
0.026,0,0,0.026,-0.498566,1.026,513,1
0.028,0,0,0.028,-0.508048,1.028,514,1
0.03,0,0,0.03,-0.517531,1.03,515,1
0.032,0,0,0.032,-0.527014,1.032,516,1
0.034,0,0,0.034,-0.536497,1.034,517,1
0.036,0,0,0.036,-0.545979,1.036,518,1
0.038,0,0,0.038,-0.555462,1.038,519,1
0.04,0,0,0.04,-0.564945,1.04,520,1
0.042,0,0,0.042,-0.574427,1.042,521,1
0.044,0,0,0.044,-0.58391,1.044,522,1
0.046,0,0,0.046,-0.593393,1.046,523,1
0.048,0,0,0.048,-0.602876,1.048,524,1
0.05,0,0,0.05,-0.612358,1.05,525,1
