Points_0,Points_1,Points_2,Points_Magnitude,Solution,arc_length,Point ID,vtkValidPointMask
-0.904,0,0,0.904,-0.203046,0.096,48,1
-0.902,0,0,0.902,-0.20179,0.098,49,1
-0.9,0,0,0.9,-0.200534,0.1,50,1
-0.898,0,0,0.898,-0.199277,0.102,51,1
-0.896,0,0,0.896,-0.198021,0.104,52,1
-0.894,0,0,0.894,-0.196765,0.106,53,1
-0.892,0,0,0.892,-0.195508,0.108,54,1
-0.89,0,0,0.89,-0.194252,0.11,55,1
-0.888,0,0,0.888,-0.192995,0.112,56,1
-0.886,0,0,0.886,-0.191739,0.114,57,1
-0.884,0,0,0.884,-0.190483,0.116,58,1
-0.882,0,0,0.882,-0.189226,0.118,59,1
-0.88,0,0,0.88,-0.18797,0.12,60,1
-0.878,0,0,0.878,-0.186713,0.122,61,1
-0.876,0,0,0.876,-0.185457,0.124,62,1
-0.874,0,0,0.874,-0.184201,0.126,63,1
-0.872,0,0,0.872,-0.182944,0.128,64,1
-0.87,0,0,0.87,-0.181688,0.13,65,1
-0.868,0,0,0.868,-0.180431,0.132,66,1
-0.866,0,0,0.866,-0.179201,0.134,67,1
-0.864,0,0,0.864,-0.178023,0.136,68,1
-0.862,0,0,0.862,-0.176844,0.138,69,1
-0.86,0,0,0.86,-0.175666,0.14,70,1
-0.858,0,0,0.858,-0.174488,0.142,71,1
-0.856,0,0,0.856,-0.17331,0.144,72,1
-0.854,0,0,0.854,-0.172131,0.146,73,1
-0.852,0,0,0.852,-0.170953,0.148,74,1
-0.85,0,0,0.85,-0.169775,0.15,75,1
-0.848,0,0,0.848,-0.168596,0.152,76,1
-0.846,0,0,0.846,-0.167418,0.154,77,1
-0.844,0,0,0.844,-0.16624,0.156,78,1
-0.842,0,0,0.842,-0.165061,0.158,79,1
-0.84,0,0,0.84,-0.163883,0.16,80,1
-0.838,0,0,0.838,-0.162705,0.162,81,1
-0.836,0,0,0.836,-0.161526,0.164,82,1
-0.834,0,0,0.834,-0.160348,0.166,83,1
-0.832,0,0,0.832,-0.15917,0.168,84,1
-0.83,0,0,0.83,-0.157991,0.17,85,1
-0.828,0,0,0.828,-0.156813,0.172,86,1
-0.826,0,0,0.826,-0.155635,0.174,87,1
-0.824,0,0,0.824,-0.154457,0.176,88,1
-0.822,0,0,0.822,-0.153278,0.178,89,1
-0.82,0,0,0.82,-0.1521,0.18,90,1
-0.818,0,0,0.818,-0.150922,0.182,91,1
-0.816,0,0,0.816,-0.149743,0.184,92,1
-0.814,0,0,0.814,-0.148565,0.186,93,1
-0.812,0,0,0.812,-0.147387,0.188,94,1
-0.81,0,0,0.81,-0.146208,0.19,95,1
-0.808,0,0,0.808,-0.14503,0.192,96,1
-0.806,0,0,0.806,-0.143852,0.194,97,1
-0.804,0,0,0.804,-0.142673,0.196,98,1
-0.802,0,0,0.802,-0.141495,0.198,99,1
-0.8,0,0,0.8,-0.140317,0.2,100,1
-0.798,0,0,0.798,-0.139217,0.202,101,1
-0.796,0,0,0.796,-0.138116,0.204,102,1
-0.794,0,0,0.794,-0.137016,0.206,103,1
-0.792,0,0,0.792,-0.135916,0.208,104,1
-0.79,0,0,0.79,-0.134816,0.21,105,1
-0.788,0,0,0.788,-0.133715,0.212,106,1
-0.786,0,0,0.786,-0.132615,0.214,107,1
-0.784,0,0,0.784,-0.131515,0.216,108,1
-0.782,0,0,0.782,-0.130415,0.218,109,1
-0.78,0,0,0.78,-0.129315,0.22,110,1
-0.778,0,0,0.778,-0.128214,0.222,111,1
-0.776,0,0,0.776,-0.127114,0.224,112,1
-0.774,0,0,0.774,-0.126014,0.226,113,1
-0.772,0,0,0.772,-0.124914,0.228,114,1
-0.77,0,0,0.77,-0.123813,0.23,115,1
-0.768,0,0,0.768,-0.122713,0.232,116,1
-0.766,0,0,0.766,-0.121613,0.234,117,1
-0.764,0,0,0.764,-0.120513,0.236,118,1
-0.762,0,0,0.762,-0.119412,0.238,119,1
-0.76,0,0,0.76,-0.118312,0.24,120,1
-0.758,0,0,0.758,-0.117212,0.242,121,1
-0.756,0,0,0.756,-0.116112,0.244,122,1
-0.754,0,0,0.754,-0.115011,0.246,123,1
-0.752,0,0,0.752,-0.113911,0.248,124,1
-0.75,0,0,0.75,-0.112811,0.25,125,1
-0.748,0,0,0.748,-0.111711,0.252,126,1
-0.746,0,0,0.746,-0.110611,0.254,127,1
-0.744,0,0,0.744,-0.10951,0.256,128,1
-0.742,0,0,0.742,-0.10841,0.258,129,1
-0.74,0,0,0.74,-0.10731,0.26,130,1
-0.738,0,0,0.738,-0.10621,0.262,131,1
-0.736,0,0,0.736,-0.105109,0.264,132,1
-0.734,0,0,0.734,-0.104009,0.266,133,1
-0.732,0,0,0.732,-0.102961,0.268,134,1
-0.73,0,0,0.73,-0.101939,0.27,135,1
-0.728,0,0,0.728,-0.100917,0.272,136,1
-0.726,0,0,0.726,-0.0998945,0.274,137,1
-0.724,0,0,0.724,-0.0988724,0.276,138,1
-0.722,0,0,0.722,-0.0978502,0.278,139,1
-0.72,0,0,0.72,-0.0968281,0.28,140,1
-0.718,0,0,0.718,-0.0958059,0.282,141,1
-0.716,0,0,0.716,-0.0947838,0.284,142,1
-0.714,0,0,0.714,-0.0937616,0.286,143,1
-0.712,0,0,0.712,-0.0927394,0.288,144,1
-0.71,0,0,0.71,-0.0917173,0.29,145,1
-0.708,0,0,0.708,-0.0906951,0.292,146,1
-0.706,0,0,0.706,-0.089673,0.294,147,1
-0.704,0,0,0.704,-0.0886508,0.296,148,1
-0.702,0,0,0.702,-0.0876287,0.298,149,1
-0.7,0,0,0.7,-0.0866065,0.3,150,1
-0.698,0,0,0.698,-0.0855844,0.302,151,1
-0.696,0,0,0.696,-0.0845622,0.304,152,1
-0.694,0,0,0.694,-0.0835401,0.306,153,1
-0.692,0,0,0.692,-0.0825179,0.308,154,1
-0.69,0,0,0.69,-0.0814957,0.31,155,1
-0.688,0,0,0.688,-0.0804736,0.312,156,1
-0.686,0,0,0.686,-0.0794514,0.314,157,1
-0.684,0,0,0.684,-0.0784293,0.316,158,1
-0.682,0,0,0.682,-0.0774071,0.318,159,1
-0.68,0,0,0.68,-0.076385,0.32,160,1
-0.678,0,0,0.678,-0.0753628,0.322,161,1
-0.676,0,0,0.676,-0.0743407,0.324,162,1
-0.674,0,0,0.674,-0.0733185,0.326,163,1
-0.672,0,0,0.672,-0.0722963,0.328,164,1
-0.67,0,0,0.67,-0.0712742,0.33,165,1
-0.668,0,0,0.668,-0.070252,0.332,166,1
-0.666,0,0,0.666,-0.0692559,0.334,167,1
-0.664,0,0,0.664,-0.0683118,0.336,168,1
-0.662,0,0,0.662,-0.0673678,0.338,169,1
-0.66,0,0,0.66,-0.0664237,0.34,170,1
-0.658,0,0,0.658,-0.0654796,0.342,171,1
-0.656,0,0,0.656,-0.0645355,0.344,172,1
-0.654,0,0,0.654,-0.0635914,0.346,173,1
-0.652,0,0,0.652,-0.0626474,0.348,174,1
-0.65,0,0,0.65,-0.0617033,0.35,175,1
-0.648,0,0,0.648,-0.0607592,0.352,176,1
-0.646,0,0,0.646,-0.0598152,0.354,177,1
-0.644,0,0,0.644,-0.0588711,0.356,178,1
-0.642,0,0,0.642,-0.057927,0.358,179,1
-0.64,0,0,0.64,-0.0569829,0.36,180,1
-0.638,0,0,0.638,-0.0560388,0.362,181,1
-0.636,0,0,0.636,-0.0550948,0.364,182,1
-0.634,0,0,0.634,-0.0541507,0.366,183,1
-0.632,0,0,0.632,-0.0532066,0.368,184,1
-0.63,0,0,0.63,-0.0522625,0.37,185,1
-0.628,0,0,0.628,-0.0513185,0.372,186,1
-0.626,0,0,0.626,-0.0503744,0.374,187,1
-0.624,0,0,0.624,-0.0494303,0.376,188,1
-0.622,0,0,0.622,-0.0484862,0.378,189,1
-0.62,0,0,0.62,-0.0475422,0.38,190,1
-0.618,0,0,0.618,-0.0465981,0.382,191,1
-0.616,0,0,0.616,-0.045654,0.384,192,1
-0.614,0,0,0.614,-0.0447099,0.386,193,1
-0.612,0,0,0.612,-0.0437658,0.388,194,1
-0.61,0,0,0.61,-0.0428218,0.39,195,1
-0.608,0,0,0.608,-0.0418777,0.392,196,1
-0.606,0,0,0.606,-0.0409336,0.394,197,1
-0.604,0,0,0.604,-0.0399895,0.396,198,1
-0.602,0,0,0.602,-0.0390455,0.398,199,1
-0.6,0,0,0.6,-0.0381014,0.4,200,1
-0.598,0,0,0.598,-0.0372354,0.402,201,1
-0.596,0,0,0.596,-0.0363694,0.404,202,1
-0.594,0,0,0.594,-0.0355034,0.406,203,1
-0.592,0,0,0.592,-0.0346374,0.408,204,1
-0.59,0,0,0.59,-0.0337714,0.41,205,1
-0.588,0,0,0.588,-0.0329054,0.412,206,1
-0.586,0,0,0.586,-0.0320394,0.414,207,1
-0.584,0,0,0.584,-0.0311734,0.416,208,1
-0.582,0,0,0.582,-0.0303074,0.418,209,1
-0.58,0,0,0.58,-0.0294414,0.42,210,1
-0.578,0,0,0.578,-0.0285754,0.422,211,1
-0.576,0,0,0.576,-0.0277094,0.424,212,1
-0.574,0,0,0.574,-0.0268434,0.426,213,1
-0.572,0,0,0.572,-0.0259774,0.428,214,1
-0.57,0,0,0.57,-0.0251114,0.43,215,1
-0.568,0,0,0.568,-0.0242454,0.432,216,1
-0.566,0,0,0.566,-0.0233794,0.434,217,1
-0.564,0,0,0.564,-0.0225134,0.436,218,1
-0.562,0,0,0.562,-0.0216474,0.438,219,1
-0.56,0,0,0.56,-0.0207814,0.44,220,1
-0.558,0,0,0.558,-0.0199154,0.442,221,1
-0.556,0,0,0.556,-0.0190494,0.444,222,1
-0.554,0,0,0.554,-0.0181834,0.446,223,1
-0.552,0,0,0.552,-0.0173174,0.448,224,1
-0.55,0,0,0.55,-0.0164514,0.45,225,1
-0.548,0,0,0.548,-0.0155854,0.452,226,1
-0.546,0,0,0.546,-0.0147194,0.454,227,1
-0.544,0,0,0.544,-0.0138534,0.456,228,1
-0.542,0,0,0.542,-0.0129874,0.458,229,1
-0.54,0,0,0.54,-0.0121214,0.46,230,1
-0.538,0,0,0.538,-0.0112554,0.462,231,1
-0.536,0,0,0.536,-0.0103894,0.464,232,1
-0.534,0,0,0.534,-0.00952341,0.466,233,1
-0.532,0,0,0.532,-0.00870948,0.468,234,1
-0.53,0,0,0.53,-0.00792154,0.47,235,1
-0.528,0,0,0.528,-0.00713363,0.472,236,1
-0.526,0,0,0.526,-0.00634572,0.474,237,1
-0.524,0,0,0.524,-0.00555779,0.476,238,1
-0.522,0,0,0.522,-0.00476988,0.478,239,1
-0.52,0,0,0.52,-0.00398195,0.48,240,1
-0.518,0,0,0.518,-0.00319404,0.482,241,1
-0.516,0,0,0.516,-0.0024061,0.484,242,1
-0.514,0,0,0.514,-0.00161819,0.486,243,1
-0.512,0,0,0.512,-0.000830281,0.488,244,1
-0.51,0,0,0.51,-4.23469e-05,0.49,245,1
-0.508,0,0,0.508,0.000745563,0.492,246,1
-0.506,0,0,0.506,0.0015335,0.494,247,1
-0.504,0,0,0.504,0.00232141,0.496,248,1
-0.502,0,0,0.502,0.00310934,0.498,249,1
-0.5,0,0,0.5,0.00389725,0.5,250,1
-0.498,0,0,0.498,0.00468517,0.502,251,1
-0.496,0,0,0.496,0.0054731,0.504,252,1
-0.494,0,0,0.494,0.00626102,0.506,253,1
-0.492,0,0,0.492,0.00704893,0.508,254,1
-0.49,0,0,0.49,0.00783685,0.51,255,1
-0.488,0,0,0.488,0.00862477,0.512,256,1
-0.486,0,0,0.486,0.00941269,0.514,257,1
-0.484,0,0,0.484,0.0102006,0.516,258,1
-0.482,0,0,0.482,0.0109885,0.518,259,1
-0.48,0,0,0.48,0.0117765,0.52,260,1
-0.478,0,0,0.478,0.0125644,0.522,261,1
-0.476,0,0,0.476,0.0133523,0.524,262,1
-0.474,0,0,0.474,0.0141402,0.526,263,1
-0.472,0,0,0.472,0.0149281,0.528,264,1
-0.47,0,0,0.47,0.0157161,0.53,265,1
-0.468,0,0,0.468,0.016504,0.532,266,1
-0.466,0,0,0.466,0.0172659,0.534,267,1
-0.464,0,0,0.464,0.0179757,0.536,268,1
-0.462,0,0,0.462,0.0186856,0.538,269,1
-0.46,0,0,0.46,0.0193954,0.54,270,1
-0.458,0,0,0.458,0.0201052,0.542,271,1
-0.456,0,0,0.456,0.0208151,0.544,272,1
-0.454,0,0,0.454,0.0215249,0.546,273,1
-0.452,0,0,0.452,0.0222348,0.548,274,1
-0.45,0,0,0.45,0.0229446,0.55,275,1
-0.448,0,0,0.448,0.0236545,0.552,276,1
-0.446,0,0,0.446,0.0243643,0.554,277,1
-0.444,0,0,0.444,0.0250741,0.556,278,1
-0.442,0,0,0.442,0.025784,0.558,279,1
-0.44,0,0,0.44,0.0264938,0.56,280,1
-0.438,0,0,0.438,0.0272037,0.562,281,1
-0.436,0,0,0.436,0.0279135,0.564,282,1
-0.434,0,0,0.434,0.0286234,0.566,283,1
-0.432,0,0,0.432,0.0293332,0.568,284,1
-0.43,0,0,0.43,0.030043,0.57,285,1
-0.428,0,0,0.428,0.0307529,0.572,286,1
-0.426,0,0,0.426,0.0314627,0.574,287,1
-0.424,0,0,0.424,0.0321726,0.576,288,1
-0.422,0,0,0.422,0.0328824,0.578,289,1
-0.42,0,0,0.42,0.0335923,0.58,290,1
-0.418,0,0,0.418,0.0343021,0.582,291,1
-0.416,0,0,0.416,0.0350119,0.584,292,1
-0.414,0,0,0.414,0.0357218,0.586,293,1
-0.412,0,0,0.412,0.0364316,0.588,294,1
-0.41,0,0,0.41,0.0371415,0.59,295,1
-0.408,0,0,0.408,0.0378513,0.592,296,1
-0.406,0,0,0.406,0.0385612,0.594,297,1
-0.404,0,0,0.404,0.039271,0.596,298,1
-0.402,0,0,0.402,0.0399808,0.598,299,1
-0.4,0,0,0.4,0.0406907,0.6,300,1
-0.398,0,0,0.398,0.0413225,0.602,301,1
-0.396,0,0,0.396,0.0419542,0.604,302,1
-0.394,0,0,0.394,0.042586,0.606,303,1
-0.392,0,0,0.392,0.0432178,0.608,304,1
-0.39,0,0,0.39,0.0438495,0.61,305,1
-0.388,0,0,0.388,0.0444813,0.612,306,1
-0.386,0,0,0.386,0.045113,0.614,307,1
-0.384,0,0,0.384,0.0457448,0.616,308,1
-0.382,0,0,0.382,0.0463766,0.618,309,1
-0.38,0,0,0.38,0.0470083,0.62,310,1
-0.378,0,0,0.378,0.0476401,0.622,311,1
-0.376,0,0,0.376,0.0482719,0.624,312,1
-0.374,0,0,0.374,0.0489036,0.626,313,1
-0.372,0,0,0.372,0.0495354,0.628,314,1
-0.37,0,0,0.37,0.0501672,0.63,315,1
-0.368,0,0,0.368,0.0507989,0.632,316,1
-0.366,0,0,0.366,0.0514307,0.634,317,1
-0.364,0,0,0.364,0.0520625,0.636,318,1
-0.362,0,0,0.362,0.0526942,0.638,319,1
-0.36,0,0,0.36,0.053326,0.64,320,1
-0.358,0,0,0.358,0.0539578,0.642,321,1
-0.356,0,0,0.356,0.0545895,0.644,322,1
-0.354,0,0,0.354,0.0552213,0.646,323,1
-0.352,0,0,0.352,0.0558531,0.648,324,1
-0.35,0,0,0.35,0.0564848,0.65,325,1
-0.348,0,0,0.348,0.0571166,0.652,326,1
-0.346,0,0,0.346,0.0577483,0.654,327,1
-0.344,0,0,0.344,0.0583801,0.656,328,1
-0.342,0,0,0.342,0.0590119,0.658,329,1
-0.34,0,0,0.34,0.0596436,0.66,330,1
-0.338,0,0,0.338,0.0602754,0.662,331,1
-0.336,0,0,0.336,0.0609072,0.664,332,1
-0.334,0,0,0.334,0.0615389,0.666,333,1
-0.332,0,0,0.332,0.0621186,0.668,334,1
-0.33,0,0,0.33,0.0626723,0.67,335,1
-0.328,0,0,0.328,0.063226,0.672,336,1
-0.326,0,0,0.326,0.0637797,0.674,337,1
-0.324,0,0,0.324,0.0643334,0.676,338,1
-0.322,0,0,0.322,0.0648871,0.678,339,1
-0.32,0,0,0.32,0.0654408,0.68,340,1
-0.318,0,0,0.318,0.0659945,0.682,341,1
-0.316,0,0,0.316,0.0665481,0.684,342,1
-0.314,0,0,0.314,0.0671018,0.686,343,1
-0.312,0,0,0.312,0.0676555,0.688,344,1
-0.31,0,0,0.31,0.0682092,0.69,345,1
-0.308,0,0,0.308,0.0687629,0.692,346,1
-0.306,0,0,0.306,0.0693166,0.694,347,1
-0.304,0,0,0.304,0.0698703,0.696,348,1
-0.302,0,0,0.302,0.070424,0.698,349,1
-0.3,0,0,0.3,0.0709776,0.7,350,1
-0.298,0,0,0.298,0.0715313,0.702,351,1
-0.296,0,0,0.296,0.072085,0.704,352,1
-0.294,0,0,0.294,0.0726387,0.706,353,1
-0.292,0,0,0.292,0.0731924,0.708,354,1
-0.29,0,0,0.29,0.0737461,0.71,355,1
-0.288,0,0,0.288,0.0742998,0.712,356,1
-0.286,0,0,0.286,0.0748534,0.714,357,1
-0.284,0,0,0.284,0.0754071,0.716,358,1
-0.282,0,0,0.282,0.0759608,0.718,359,1
-0.28,0,0,0.28,0.0765145,0.72,360,1
-0.278,0,0,0.278,0.0770682,0.722,361,1
-0.276,0,0,0.276,0.0776219,0.724,362,1
-0.274,0,0,0.274,0.0781756,0.726,363,1
-0.272,0,0,0.272,0.0787293,0.728,364,1
-0.27,0,0,0.27,0.0792829,0.73,365,1
-0.268,0,0,0.268,0.0798366,0.732,366,1
-0.266,0,0,0.266,0.0803643,0.734,367,1
-0.264,0,0,0.264,0.0808399,0.736,368,1
-0.262,0,0,0.262,0.0813155,0.738,369,1
-0.26,0,0,0.26,0.0817911,0.74,370,1
-0.258,0,0,0.258,0.0822667,0.742,371,1
-0.256,0,0,0.256,0.0827423,0.744,372,1
-0.254,0,0,0.254,0.0832179,0.746,373,1
-0.252,0,0,0.252,0.0836936,0.748,374,1
-0.25,0,0,0.25,0.0841692,0.75,375,1
-0.248,0,0,0.248,0.0846448,0.752,376,1
-0.246,0,0,0.246,0.0851204,0.754,377,1
-0.244,0,0,0.244,0.085596,0.756,378,1
-0.242,0,0,0.242,0.0860716,0.758,379,1
-0.24,0,0,0.24,0.0865472,0.76,380,1
-0.238,0,0,0.238,0.0870228,0.762,381,1
-0.236,0,0,0.236,0.0874984,0.764,382,1
-0.234,0,0,0.234,0.087974,0.766,383,1
-0.232,0,0,0.232,0.0884496,0.768,384,1
-0.23,0,0,0.23,0.0889253,0.77,385,1
-0.228,0,0,0.228,0.0894009,0.772,386,1
-0.226,0,0,0.226,0.0898765,0.774,387,1
-0.224,0,0,0.224,0.0903521,0.776,388,1
-0.222,0,0,0.222,0.0908277,0.778,389,1
-0.22,0,0,0.22,0.0913033,0.78,390,1
-0.218,0,0,0.218,0.0917789,0.782,391,1
-0.216,0,0,0.216,0.0922545,0.784,392,1
-0.214,0,0,0.214,0.0927301,0.786,393,1
-0.212,0,0,0.212,0.0932057,0.788,394,1
-0.21,0,0,0.21,0.0936814,0.79,395,1
-0.208,0,0,0.208,0.094157,0.792,396,1
-0.206,0,0,0.206,0.0946326,0.794,397,1
-0.204,0,0,0.204,0.0951082,0.796,398,1
-0.202,0,0,0.202,0.0955838,0.798,399,1
-0.2,0,0,0.2,0.0960594,0.8,400,1
-0.198,0,0,0.198,0.0964569,0.802,401,1
-0.196,0,0,0.196,0.0968545,0.804,402,1
-0.194,0,0,0.194,0.097252,0.806,403,1
-0.192,0,0,0.192,0.0976495,0.808,404,1
-0.19,0,0,0.19,0.098047,0.81,405,1
-0.188,0,0,0.188,0.0984446,0.812,406,1
-0.186,0,0,0.186,0.0988421,0.814,407,1
-0.184,0,0,0.184,0.0992396,0.816,408,1
-0.182,0,0,0.182,0.0996372,0.818,409,1
-0.18,0,0,0.18,0.100035,0.82,410,1
-0.178,0,0,0.178,0.100432,0.822,411,1
-0.176,0,0,0.176,0.10083,0.824,412,1
-0.174,0,0,0.174,0.101227,0.826,413,1
-0.172,0,0,0.172,0.101625,0.828,414,1
-0.17,0,0,0.17,0.102022,0.83,415,1
-0.168,0,0,0.168,0.10242,0.832,416,1
-0.166,0,0,0.166,0.102817,0.834,417,1
-0.164,0,0,0.164,0.103215,0.836,418,1
-0.162,0,0,0.162,0.103612,0.838,419,1
-0.16,0,0,0.16,0.10401,0.84,420,1
-0.158,0,0,0.158,0.104408,0.842,421,1
-0.156,0,0,0.156,0.104805,0.844,422,1
-0.154,0,0,0.154,0.105203,0.846,423,1
-0.152,0,0,0.152,0.1056,0.848,424,1
-0.15,0,0,0.15,0.105998,0.85,425,1
-0.148,0,0,0.148,0.106395,0.852,426,1
-0.146,0,0,0.146,0.106793,0.854,427,1
-0.144,0,0,0.144,0.10719,0.856,428,1
-0.142,0,0,0.142,0.107588,0.858,429,1
-0.14,0,0,0.14,0.107985,0.86,430,1
-0.138,0,0,0.138,0.108383,0.862,431,1
-0.136,0,0,0.136,0.10878,0.864,432,1
-0.134,0,0,0.134,0.109178,0.866,433,1
-0.132,0,0,0.132,0.109523,0.868,434,1
-0.13,0,0,0.13,0.109843,0.87,435,1
-0.128,0,0,0.128,0.110162,0.872,436,1
-0.126,0,0,0.126,0.110482,0.874,437,1
-0.124,0,0,0.124,0.110801,0.876,438,1
-0.122,0,0,0.122,0.111121,0.878,439,1
-0.12,0,0,0.12,0.11144,0.88,440,1
-0.118,0,0,0.118,0.11176,0.882,441,1
-0.116,0,0,0.116,0.112079,0.884,442,1
-0.114,0,0,0.114,0.112398,0.886,443,1
-0.112,0,0,0.112,0.112718,0.888,444,1
-0.11,0,0,0.11,0.113037,0.89,445,1
-0.108,0,0,0.108,0.113357,0.892,446,1
-0.106,0,0,0.106,0.113676,0.894,447,1
-0.104,0,0,0.104,0.113996,0.896,448,1
-0.102,0,0,0.102,0.114315,0.898,449,1
-0.1,0,0,0.1,0.114635,0.9,450,1
-0.098,0,0,0.098,0.114954,0.902,451,1
-0.096,0,0,0.096,0.115274,0.904,452,1
-0.094,0,0,0.094,0.115593,0.906,453,1
-0.092,0,0,0.092,0.115912,0.908,454,1
-0.09,0,0,0.09,0.116232,0.91,455,1
-0.088,0,0,0.088,0.116551,0.912,456,1
-0.086,0,0,0.086,0.116871,0.914,457,1
-0.084,0,0,0.084,0.11719,0.916,458,1
-0.082,0,0,0.082,0.11751,0.918,459,1
-0.08,0,0,0.08,0.117829,0.92,460,1
-0.078,0,0,0.078,0.118149,0.922,461,1
-0.076,0,0,0.076,0.118468,0.924,462,1
-0.074,0,0,0.074,0.118788,0.926,463,1
-0.072,0,0,0.072,0.119107,0.928,464,1
-0.07,0,0,0.07,0.119426,0.93,465,1
-0.068,0,0,0.068,0.119746,0.932,466,1
-0.066,0,0,0.066,0.120039,0.934,467,1
-0.064,0,0,0.064,0.120281,0.936,468,1
-0.062,0,0,0.062,0.120522,0.938,469,1
-0.06,0,0,0.06,0.120763,0.94,470,1
-0.058,0,0,0.058,0.121005,0.942,471,1
-0.056,0,0,0.056,0.121246,0.944,472,1
-0.054,0,0,0.054,0.121488,0.946,473,1
-0.052,0,0,0.052,0.121729,0.948,474,1
-0.05,0,0,0.05,0.12197,0.95,475,1
-0.048,0,0,0.048,0.122212,0.952,476,1
-0.046,0,0,0.046,0.122453,0.954,477,1
-0.044,0,0,0.044,0.122694,0.956,478,1
-0.042,0,0,0.042,0.122936,0.958,479,1
-0.04,0,0,0.04,0.123177,0.96,480,1
-0.038,0,0,0.038,0.123419,0.962,481,1
-0.036,0,0,0.036,0.12366,0.964,482,1
-0.034,0,0,0.034,0.123901,0.966,483,1
-0.032,0,0,0.032,0.124143,0.968,484,1
-0.03,0,0,0.03,0.124384,0.97,485,1
-0.028,0,0,0.028,0.124625,0.972,486,1
-0.026,0,0,0.026,0.124867,0.974,487,1
-0.024,0,0,0.024,0.125108,0.976,488,1
-0.022,0,0,0.022,0.12535,0.978,489,1
-0.02,0,0,0.02,0.125591,0.98,490,1
-0.018,0,0,0.018,0.125832,0.982,491,1
-0.016,0,0,0.016,0.126074,0.984,492,1
-0.014,0,0,0.014,0.126315,0.986,493,1
-0.012,0,0,0.012,0.126556,0.988,494,1
-0.01,0,0,0.01,0.126798,0.99,495,1
-0.008,0,0,0.008,0.127039,0.992,496,1
-0.006,0,0,0.006,0.127281,0.994,497,1
-0.004,0,0,0.004,0.127522,0.996,498,1
-0.002,0,0,0.002,0.127763,0.998,499,1
0,0,0,0,0.128005,1,500,1
0.002,0,0,0.002,0.128168,1.002,501,1
0.004,0,0,0.004,0.128331,1.004,502,1
0.006,0,0,0.006,0.128495,1.006,503,1
0.008,0,0,0.008,0.128658,1.008,504,1
0.01,0,0,0.01,0.128821,1.01,505,1
0.012,0,0,0.012,0.128984,1.012,506,1
0.014,0,0,0.014,0.129148,1.014,507,1
0.016,0,0,0.016,0.129311,1.016,508,1
0.018,0,0,0.018,0.129474,1.018,509,1
0.02,0,0,0.02,0.129638,1.02,510,1
0.022,0,0,0.022,0.129801,1.022,511,1
0.024,0,0,0.024,0.129964,1.024,512,1
0.026,0,0,0.026,0.130128,1.026,513,1
0.028,0,0,0.028,0.130291,1.028,514,1
0.03,0,0,0.03,0.130454,1.03,515,1
