Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.20377349513611E+00001, 0.71961762197567E-00003, 0.10573645988804E-00002, 0.12396762639796E+00000, 0.12392788082273E+00000, 0.57573644662072E+00000, 0.71962338524011E-00003, 0.71961762197567E-00003, 0.71961618017934E-00003, 0.33774841870110E-00003, 0.18926315845182E+00001, 0.10000068817445E+00001, 0.28748058067512E+00000, -.10671756245735E+00002, 0.71962914850456E-00003, 0.28835926502561E-00008
0.20613126994700E+00001, 0.72668837547319E-00003, 0.90547787392264E-00003, 0.12395095124349E+00000, 0.12391113176690E+00000, 0.58139822596868E+00000, 0.72669968362238E-00003, 0.72668837547319E-00003, 0.72668700173414E-00003, 0.17879087218850E-00003, 0.19191014930849E+00001, 0.10000069823143E+00001, 0.28746124520648E+00000, -.10671756488402E+00002, 0.72671099177156E-00003, 0.27474781017235E-00008
0.20848855919145E+00001, 0.73389673136305E-00003, 0.74240016418430E-00003, 0.12393414006028E+00000, 0.12389408330188E+00000, 0.58717012101503E+00000, 0.73391351359072E-00003, 0.73389673136305E-00003, 0.73389530953851E-00003, 0.85048546457840E-00005, 0.19449231031198E+00001, 0.10000070842121E+00001, 0.28744175069079E+00000, -.10671756733504E+00002, 0.73393029581839E-00003, 0.28436490767224E-00008
0.21084536259898E+00001, 0.74124477287586E-00003, 0.56647156444358E-00003, 0.12391724676538E+00000, 0.12387682639714E+00000, 0.59305375851974E+00000, 0.74126691181739E-00003, 0.74124477287586E-00003, 0.74124317562942E-00003, -.17477161118584E-00003, 0.19700361177701E+00001, 0.10000071876430E+00001, 0.28742215962515E+00000, -.10671756981087E+00002, 0.74128905075892E-00003, 0.31944929006603E-00008
0.21320166994706E+00001, 0.74873414548885E-00003, 0.37942928592238E-00003, 0.12390026730680E+00000, 0.12385947976940E+00000, 0.59905037862132E+00000, 0.74876159314387E-00003, 0.74873414548885E-00003, 0.74873231043289E-00003, -.36930302451051E-00003, 0.19943836301193E+00001, 0.10000072924007E+00001, 0.28740246729027E+00000, -.10671757231195E+00002, 0.74878904079889E-00003, 0.36701119275137E-00008
0.21555747395813E+00001, 0.75636642610486E-00003, 0.18607246754087E-00003, 0.12388312853640E+00000, 0.12384211963327E+00000, 0.60516096513957E+00000, 0.75639915786893E-00003, 0.75636642610486E-00003, 0.75636432457825E-00003, -.57029185703738E-00003, 0.20179138140621E+00001, 0.10000073978730E+00001, 0.28738258882124E+00000, -.10671757483872E+00002, 0.75643188963300E-00003, 0.42030532228285E-00008
0.21791278241055E+00001, 0.76414328853985E-00003, -.74271354030703E-00005, 0.12386570948874E+00000, 0.12382472017974E+00000, 0.61138664520436E+00000, 0.76418129314423E-00003, 0.76414328853985E-00003, 0.76414092038515E-00003, -.77156805578822E-00003, 0.20405801356966E+00001, 0.10000075033446E+00001, 0.28736238386254E+00000, -.10671757739166E+00002, 0.76421929774861E-00003, 0.47363093986904E-00008
0.22026762312091E+00001, 0.77206642806405E-00003, -.19713286329317E-00003, 0.12384790421539E+00000, 0.12380715346318E+00000, 0.61772907128315E+00000, 0.77210985688642E-00003, 0.77206642806405E-00003, 0.77206392440130E-00003, -.96919678769447E-00003, 0.20623395014928E+00001, 0.10000076084882E+00001, 0.28734172943888E+00000, -.10671757997130E+00002, 0.77215328570879E-00003, 0.50073255031945E-00008
0.22262203918109E+00001, 0.78013806588278E-00003, -.38404823673228E-00003, 0.12382970968764E+00000, 0.12378927275216E+00000, 0.62419041136239E+00000, 0.78018712450342E-00003, 0.78013806588278E-00003, 0.78013561818237E-00003, -.11641838549147E-00002, 0.20831489445477E+00001, 0.10000077137290E+00001, 0.28732062193960E+00000, -.10671758257817E+00002, 0.78023618312406E-00003, 0.48954008048426E-00008
0.22497607641947E+00001, 0.78836116351673E-00003, -.57210249094240E-00003, 0.12381125030962E+00000, 0.12377100640807E+00000, 0.63077287426280E+00000, 0.78841573586066E-00003, 0.78836116351673E-00003, 0.78835876957011E-00003, -.13604612605125E-00002, 0.21029627980715E+00001, 0.10000078200867E+00001, 0.28729920560236E+00000, -.10671758521282E+00002, 0.78847030820459E-00003, 0.47878932394562E-00008
0.22732976923144E+00001, 0.79673826408429E-00003, -.76422971511569E-00003, 0.12379268374703E+00000, 0.12375237785070E+00000, 0.63747814201999E+00000, 0.79679793082293E-00003, 0.79673826408429E-00003, 0.79673573462104E-00003, -.15609654497367E-00002, 0.21217324985205E+00001, 0.10000079284728E+00001, 0.28727766330043E+00000, -.10671758787580E+00002, 0.79685759756157E-00003, 0.50589264884168E-00008
0.22968313290404E+00001, 0.80527072063042E-00003, -.96109249004701E-00003, 0.12377407804661E+00000, 0.12373347539772E+00000, 0.64430720463140E+00000, 0.80533512625852E-00003, 0.80527072063042E-00003, 0.80526792249985E-00003, -.17663604125469E-00002, 0.21394097384001E+00001, 0.10000080390087E+00001, 0.28725607396725E+00000, -.10671759056762E+00002, 0.80539953188661E-00003, 0.55962611417385E-00008
0.23203616791620E+00001, 0.81395960436433E-00003, -.11611556932113E-00002, 0.12375537408779E+00000, 0.12371442053973E+00000, 0.65126074851561E+00000, 0.81402852395125E-00003, 0.81395960436433E-00003, 0.81395650978905E-00003, -.19751122030003E-00002, 0.21559514598059E+00001, 0.10000081509574E+00001, 0.28723436898322E+00000, -.10671759328881E+00002, 0.81409744353817E-00003, 0.61891505528924E-00008
